NroFactura;TipoFactura;FechaFactura;TotalFactura;PorcentajeIVA;SubTotalFactura;TotalIVA;AlicuotaIIBB;ImportePercepIIBB;CodCliente;PorcentajeDesc;ImporteDesc;CodVendedor;FormaPago;UnidadNegocio;Cancelada;IdSucursal;NroRemito;Cae;FechaVC;CondicionVenta;AclaracionFactura
5026;A;2020-12-01 00:00:00;303932.91;21.0;250356.6;52574.89;0.4;1001.43;345;0.0;0.0;200;;;False;;23041;70483379507169;2020-12-11 00:00:00;1 - Contado;
5027;A;2020-12-02 00:00:00;30701.48;21.0;24859.5;5220.5;2.5;621.49;2085;0.0;0.0;100;;;False;;0;70493407065136;2020-12-12 00:00:00;1 - Contado;
5028;A;2020-12-02 00:00:00;19152.0;21.0;15828.1;3323.9;0.0;0.0;680;20.0;3957.02;300;;;False;;22298;70493413419391;2020-12-12 00:00:00;1 - Contado;
5029;A;2020-12-02 00:00:00;7913.23;21.0;6330.58;1329.42;4.0;253.22;779;20.0;1582.64;400;;;False;;22923;70493414042809;2020-12-12 00:00:00;1 - Contado;
5030;A;2020-12-02 00:00:00;3336934.72;21.0;2755520.0;578659.2;0.1;2755.52;2257;0.0;0.0;600;;;False;;0;70493419036596;2020-12-12 00:00:00;1 - Contado;
5031;A;2020-12-04 00:00:00;27698.35;21.0;22158.68;4653.32;4.0;886.35;102;20.0;5539.66;100;;;False;;23042;70493540507475;2020-12-14 00:00:00;1 - Contado;
5032;A;2020-12-04 00:00:00;30836.78;21.0;24669.42;5180.58;4.0;986.78;793;20.0;0.0;100;;;False;;21528;70493541818617;2020-12-14 00:00:00;1 - Contado;
5033;A;2020-12-04 00:00:00;12041.94;21.0;9943.8;2088.2;0.1;9.94;2406;0.0;2485.95;300;;;False;;22299;70493542159188;2020-12-14 00:00:00;1 - Contado;
5034;A;2020-12-04 00:00:00;59075.99;21.0;48823.13;10252.86;0.0;0.0;2206;20.0;12205.78;200;;;False;;23129;70493543115604;2020-12-14 00:00:00;1 - Contado;
5035;A;2020-12-04 00:00:00;120436.8;21.0;99206.59;20833.38;0.4;396.83;611;20.0;24801.65;200;;;False;;23128;70493543220882;2020-12-14 00:00:00;1 - Contado;
5036;A;2020-12-04 00:00:00;23119.34;21.0;18644.63;3915.37;3.0;559.34;1055;25.0;6214.88;200;;;False;;23130;70493543445934;2020-12-14 00:00:00;1 - Contado;
5037;A;2020-12-04 00:00:00;15723.96;21.0;12479.33;2620.66;5.0;623.97;2349;0.0;0.0;1000;;;False;;0;70493544416102;2020-12-14 00:00:00;1 - Contado;
5038;A;2020-12-04 00:00:00;3015960.0;21.0;2460000.0;516600.0;1.6;39360.0;2193;0.0;0.0;600;;;False;;0;70493553913336;2020-12-14 00:00:00;1 - Contado;
5039;A;2020-12-09 00:00:00;5985.0;21.0;4946.28;1038.72;0.0;0.0;2375;25.0;1648.76;300;;;False;;23043;70503690688926;2020-12-19 00:00:00;1 - Contado;
5040;A;2020-12-09 00:00:00;6515.9;21.0;5276.03;1107.97;2.5;131.9;433;20.0;1319.01;100;;;False;;21529;70503697439250;2020-12-19 00:00:00;1 - Contado;
5041;A;2020-12-09 00:00:00;8264.46;21.0;6611.57;1388.43;4.0;264.46;2414;0.0;0.0;200;;;False;;0;70503703188428;2020-12-19 00:00:00;1 - Contado;
5042;A;2020-12-09 00:00:00;10283.88;21.0;8471.07;1778.92;0.4;33.88;2333;0.0;0.0;1000;;;False;;0;70503709750220;2020-12-19 00:00:00;1 - Contado;
5043;A;2020-12-09 00:00:00;6841.49;21.0;5429.75;1140.25;5.0;271.49;2349;0.0;0.0;1000;;;False;;0;70503713224499;2020-12-19 00:00:00;1 - Contado;
5044;A;2020-12-09 00:00:00;16078.0;21.0;12760.32;2679.67;5.0;638.02;2308;0.0;0.0;600;;;False;;171661;70503714065274;2020-12-19 00:00:00;1 - Contado;
5045;A;2020-12-10 00:00:00;191048.79;21.0;157891.56;33157.23;0.0;0.0;544;0.0;0.0;300;;;False;;23044;70503751837843;2020-12-20 00:00:00;1 - Contado;
5046;A;2020-12-10 00:00:00;37004.42;21.0;29368.59;6167.4;5.0;1468.43;2415;0.0;7342.15;300;;;False;;0;70503752447307;2020-12-20 00:00:00;1 - Contado;
5047;A;2020-12-10 00:00:00;37004.42;21.0;29368.59;6167.4;5.0;1468.43;2415;0.0;7342.15;300;;;False;;0;70503752722543;2020-12-20 00:00:00;1 - Contado;
5048;A;2020-12-10 00:00:00;48374.21;21.0;38699.37;8126.87;4.0;1547.97;32;25.0;12899.8;200;;;False;;23132;70503772529046;2020-12-20 00:00:00;1 - Contado;
5049;A;2020-12-11 00:00:00;7913.23;21.0;6330.58;1329.42;4.0;253.22;102;20.0;1582.64;100;;;False;;23046;70503806505463;2020-12-21 00:00:00;1 - Contado;
5050;A;2020-12-11 00:00:00;7913.23;21.0;6330.58;1329.42;4.0;253.22;102;20.0;1582.64;100;;;False;;230461;70503806629622;2020-12-21 00:00:00;1 - Contado;
5051;A;2020-12-11 00:00:00;2913084.72;21.0;2405520.0;505159.2;0.1;2405.52;2257;0.0;0.0;600;;;False;;0;70503812298984;2020-12-21 00:00:00;1 - Contado;
5052;A;2020-12-11 00:00:00;2913084.72;21.0;2405520.0;505159.2;0.1;2405.52;2257;0.0;0.0;600;;;False;;0;70503817087596;2020-12-21 00:00:00;1 - Contado;
5053;A;2020-12-14 00:00:00;106872.31;21.0;88105.78;18502.21;0.3;264.32;2340;20.0;22026.44;100;;;False;;23047;70503898941704;2020-12-24 00:00:00;1 - Contado;
5054;A;2020-12-14 00:00:00;27420.61;21.0;21762.39;4570.1;5.0;1088.12;632;25.0;7254.13;100;;;False;;23048;70503899173357;2020-12-24 00:00:00;1 - Contado;
5055;A;2020-12-14 00:00:00;47532.6;21.0;39153.71;8222.28;0.4;156.61;2184;20.0;9788.43;400;;;False;;0;70503907197621;2020-12-24 00:00:00;1 - Contado;
5056;A;2020-12-14 00:00:00;4907206.93;21.0;4052194.0;850960.74;0.1;4052.19;2257;0.0;0.0;600;;;False;;0;70503910633198;2020-12-24 00:00:00;1 - Contado;
5057;A;2020-12-14 00:00:00;13190.08;21.0;10552.06;2215.93;4.0;422.08;378;20.0;2638.02;100;;;False;;21530;70503926576922;2020-12-24 00:00:00;1 - Contado;
5058;A;2020-12-14 00:00:00;6405.1;21.0;5276.03;1107.97;0.4;21.1;2315;0.0;1319.01;300;;;False;;13564;70503927125296;2020-12-24 00:00:00;1 - Contado;
5059;A;2020-12-14 00:00:00;13190.08;21.0;10552.06;2215.93;4.0;422.08;130;20.0;2638.02;300;;;False;;22300;70503927398566;2020-12-24 00:00:00;1 - Contado;
5060;A;2020-12-15 00:00:00;63893.45;21.0;52630.52;11052.41;0.4;210.52;2315;0.0;0.0;300;;;False;;22351;70503960338257;2020-12-25 00:00:00;1 - Contado;
5061;A;2020-12-15 00:00:00;7685.32;21.0;6330.58;1329.42;0.4;25.32;2315;0.0;1582.64;300;;;False;;22352;70503960561038;2020-12-25 00:00:00;1 - Contado;
5062;A;2020-12-15 00:00:00;66959.98;21.0;55338.83;11621.15;0.0;0.0;2245;25.0;18446.28;300;;;False;;22353;70503960679617;2020-12-25 00:00:00;1 - Contado;
5063;A;2020-12-15 00:00:00;449757.0;21.0;371700.0;78057.0;0.0;0.0;2385;0.0;0.0;600;;;False;;0;70503971764905;2020-12-25 00:00:00;1 - Contado;
5064;A;2020-12-15 00:00:00;30701.48;21.0;24859.5;5220.5;2.5;621.49;2085;0.0;0.0;100;;;False;;0;70513990810722;2020-12-25 00:00:00;1 - Contado;
5065;A;2020-12-16 00:00:00;79669.45;21.0;65788.15;13815.51;0.1;65.79;472;0.0;0.0;100;;;False;;23049;70513990963780;2020-12-26 00:00:00;1 - Contado;
5066;A;2020-12-16 00:00:00;379916.14;21.0;312945.75;65718.61;0.4;1251.78;345;0.0;0.0;200;;;False;;23050;70513991622135;2020-12-26 00:00:00;1 - Contado;
5067;A;2020-12-16 00:00:00;89133.68;21.0;73421.48;15418.51;0.4;293.69;611;20.0;18355.37;200;;;False;;0;70513993695241;2020-12-26 00:00:00;1 - Contado;
5068;A;2020-12-16 00:00:00;90257.38;21.0;74347.1;15612.89;0.4;297.39;611;20.0;18586.77;200;;;False;;0;70513993770098;2020-12-26 00:00:00;1 - Contado;
5069;A;2020-12-16 00:00:00;449757.0;21.0;371700.0;78057.0;0.0;0.0;2385;0.0;0.0;600;;;False;;0;70513021847846;2020-12-26 00:00:00;1 - Contado;
5070;A;2020-12-16 00:00:00;449757.0;21.0;371700.0;78057.0;0.0;0.0;2385;0.0;0.0;600;;;False;;0;70513021987523;2020-12-26 00:00:00;1 - Contado;
5071;A;2020-12-16 00:00:00;6384.0;21.0;5276.03;1107.97;0.0;0.0;696;20.0;1319.01;500;;;False;;22402;70513024243453;2020-12-26 00:00:00;1 - Contado;
5072;A;2020-12-16 00:00:00;267418.12;21.0;219375.0;46068.75;0.9;1974.37;1229;0.0;0.0;600;;;False;;0;70513028374640;2020-12-26 00:00:00;1 - Contado;
5073;A;2020-12-17 00:00:00;20427.99;21.0;16882.64;3545.35;0.0;0.0;680;20.0;4220.66;300;;;False;;22354;70513064690152;2020-12-27 00:00:00;1 - Contado;
5074;A;2020-12-17 00:00:00;5985.0;21.0;4946.28;1038.72;0.0;0.0;2375;25.0;1648.76;300;;;False;;22355;70513065141447;2020-12-27 00:00:00;1 - Contado;
5075;A;2020-12-18 00:00:00;44511.86;21.0;35609.49;7477.99;4.0;1424.38;387;25.0;11869.83;500;;;False;;22403;70513106200250;2020-12-28 00:00:00;1 - Contado;
5076;A;2020-12-18 00:00:00;23940.0;21.0;19785.12;4154.88;0.0;0.0;930;25.0;6595.04;300;;;False;;22404;70513106526088;2020-12-28 00:00:00;1 - Contado;
5077;A;2020-12-18 00:00:00;22615.94;21.0;18644.63;3915.37;0.3;55.93;921;25.0;6214.88;300;;;False;;22357;70513111925302;2020-12-28 00:00:00;1 - Contado;
5078;A;2020-12-18 00:00:00;7786.61;21.0;6330.58;1329.42;2.0;126.61;588;20.0;1582.64;300;;;False;;22356;70513112255138;2020-12-28 00:00:00;1 - Contado;
5079;A;2020-12-21 00:00:00;6384.0;21.0;5276.03;1107.97;0.0;0.0;2393;20.0;1319.01;300;;;False;;22405;70513242091631;2020-12-31 00:00:00;1 - Contado;
5080;A;2020-12-21 00:00:00;8778.4;21.0;7022.72;1474.77;4.0;280.91;387;25.0;2340.91;500;;;False;;23206;70513251493009;2020-12-31 00:00:00;1 - Contado;
5081;A;2020-12-21 00:00:00;32262.51;21.0;26315.26;5526.2;1.6;421.04;1210;0.0;0.0;400;;;False;;22926;70513261263519;2020-12-31 00:00:00;1 - Contado;
5082;A;2020-12-22 00:00:00;7181.25;21.0;5934.92;1246.33;0.0;0.0;2375;25.0;1978.31;300;;;False;;22406;70513308470205;2021-01-01 00:00:00;1 - Contado;
5083;A;2020-12-22 00:00:00;23119.34;21.0;18644.63;3915.37;3.0;559.34;1055;25.0;6214.88;200;;;False;;23135;70513313571724;2021-01-01 00:00:00;1 - Contado;
5084;A;2020-12-22 00:00:00;54727.69;21.0;44584.68;9362.78;1.75;780.23;352;25.0;14861.56;200;;;False;;23136;70513314157308;2021-01-01 00:00:00;1 - Contado;
5085;A;2020-12-22 00:00:00;20364.31;21.0;16816.11;3531.38;0.1;16.82;816;25.0;5605.37;200;;;False;;23133;70513314524105;2021-01-01 00:00:00;1 - Contado;
5086;A;2020-12-22 00:00:00;7660.0;21.0;6330.58;1329.42;0.0;0.0;2393;20.0;1582.64;300;;;False;;175247;70513318230039;2021-01-01 00:00:00;1 - Contado;
5087;A;2020-12-22 00:00:00;114778.58;21.0;94780.0;19903.8;0.1;94.78;2011;0.0;0.0;100;;;False;;0;70513318721773;2021-01-01 00:00:00;1 - Contado;
5088;A;2020-12-22 00:00:00;26257.0;21.0;21700.0;4557.0;0.0;0.0;2207;0.0;0.0;1000;;;False;;0;70513322251019;2021-01-01 00:00:00;1 - Contado;
5089;A;2020-12-23 00:00:00;303932.91;21.0;250356.6;52574.89;0.4;1001.43;345;0.0;0.0;200;;;False;;22408;70523378983864;2021-01-02 00:00:00;1 - Contado;
5090;A;2020-12-23 00:00:00;144019.04;21.0;119024.0;24995.04;0.0;0.0;547;0.0;0.0;100;;;False;;0;70523379476700;2021-01-02 00:00:00;1 - Contado;
5091;A;2020-12-23 00:00:00;7913.23;21.0;6330.58;1329.42;4.0;253.22;378;20.0;1582.64;100;;;False;;22409;70523383200407;2021-01-02 00:00:00;1 - Contado;
5092;A;2020-12-23 00:00:00;30299.81;21.0;24958.66;5241.32;0.4;99.83;2333;0.0;0.0;1000;;;False;;0;70523398017649;2021-01-02 00:00:00;1 - Contado;
5093;A;2020-12-23 00:00:00;56902.58;21.0;46413.2;9746.77;1.6;742.61;2356;0.0;0.0;1000;;;False;;0;70523400142484;2021-01-02 00:00:00;1 - Contado;
5094;A;2020-12-23 00:00:00;4388056.08;21.0;3623498.0;760934.58;0.1;3623.5;2257;0.0;0.0;600;;;False;;0;70523402347605;2021-01-02 00:00:00;1 - Contado;
5095;A;2020-12-24 00:00:00;48650.17;21.0;40173.55;8436.45;0.1;40.17;2353;0.0;0.0;600;;;False;;0;70523444222670;2021-01-03 00:00:00;1 - Contado;
5096;A;2020-12-28 00:00:00;5985.0;21.0;4946.28;1038.72;0.0;0.0;2375;25.0;1648.76;300;;;False;;22410;70523534556869;2021-01-07 00:00:00;1 - Contado;
5097;A;2020-12-28 00:00:00;5985.0;21.0;4946.28;1038.72;0.0;0.0;2182;25.0;1648.76;300;;;False;;22411;70523534678466;2021-01-07 00:00:00;1 - Contado;
5098;A;2020-12-28 00:00:00;96787.53;21.0;78945.78;16578.61;1.6;1263.13;918;0.0;0.0;400;;;False;;22412;70523534881885;2021-01-07 00:00:00;1 - Contado;
5099;A;2020-12-28 00:00:00;6515.9;21.0;5276.03;1107.97;2.5;131.9;558;20.0;1319.01;400;;;False;;22927;70523538877243;2021-01-07 00:00:00;1 - Contado;
5100;A;2020-12-28 00:00:00;7933.88;21.0;6347.1;1332.89;4.0;253.88;997;20.0;1586.78;300;;;False;;22360;70523539305131;2021-01-07 00:00:00;1 - Contado;
5101;A;2020-12-28 00:00:00;9338.84;21.0;7471.07;1568.92;4.0;298.84;258;20.0;1867.77;300;;;False;;22361;70523539420053;2021-01-07 00:00:00;1 - Contado;
5102;A;2020-12-28 00:00:00;5999.84;21.0;4946.28;1038.72;0.3;14.84;921;25.0;1648.76;300;;;False;;22359;70523539498031;2021-01-07 00:00:00;1 - Contado;
5103;A;2020-12-28 00:00:00;6384.52;21.0;5276.03;1107.97;0.01;0.53;1201;20.0;1319.01;300;;;False;;22358;70523539677910;2021-01-07 00:00:00;1 - Contado;
5104;A;2020-12-28 00:00:00;13190.08;21.0;10552.06;2215.93;4.0;422.08;435;20.0;2638.02;100;;;False;;21534;70523539929502;2021-01-07 00:00:00;1 - Contado;
5105;A;2020-12-28 00:00:00;5985.0;21.0;4946.28;1038.72;0.0;0.0;2375;25.0;1648.76;300;;;False;;0;70523548924433;2021-01-07 00:00:00;1 - Contado;
5106;A;2020-12-28 00:00:00;6889.91;21.0;5619.83;1180.16;1.6;89.92;2356;0.0;0.0;1000;;;False;;0;70523550334376;2021-01-07 00:00:00;1 - Contado;
5107;A;2020-12-28 00:00:00;6384.52;21.0;5276.03;1107.97;0.01;0.53;1201;20.0;1319.01;300;;;False;;22413;70523556422557;2021-01-07 00:00:00;1 - Contado;
5108;A;2020-12-29 00:00:00;12032.0;21.0;9943.8;2088.2;0.0;0.0;2393;20.0;2485.95;300;;;False;;22363;70523600183469;2021-01-08 00:00:00;1 - Contado;
5109;A;2020-12-30 00:00:00;12936.83;21.0;10552.06;2215.93;1.6;168.83;81;20.0;2638.02;500;;;False;;20848;70533654644240;2021-01-09 00:00:00;1 - Contado;
5110;A;2020-12-30 00:00:00;227949.68;21.0;187767.45;39431.16;0.4;751.07;345;0.0;0.0;200;;;False;;22414;70533659093501;2021-01-09 00:00:00;1 - Contado;
5111;A;2020-12-30 00:00:00;76717.31;21.0;61868.8;12992.45;3.0;1856.06;1055;25.0;20622.94;200;;;False;;23137;70533663640949;2021-01-09 00:00:00;1 - Contado;
5112;A;2020-12-31 00:00:00;97888.35;21.0;78310.68;16445.24;4.0;3132.43;793;20.0;0.0;100;;;False;;173916;70533715800706;2021-01-10 00:00:00;1 - Contado;
5113;A;2020-12-31 00:00:00;64525.02;21.0;52630.52;11052.41;1.6;842.09;1210;0.0;0.0;400;;;False;;22929;70533718269843;2021-01-10 00:00:00;1 - Contado;
5114;A;2020-12-31 00:00:00;86502.06;21.0;69201.65;14532.35;4.0;2768.07;305;30.0;29657.85;200;;;False;;0;70533726364555;2021-01-10 00:00:00;1 - Contado;
5115;A;2021-01-04 00:00:00;166574.99;21.0;137665.28;28909.71;0.0;0.0;2182;25.0;45888.43;300;;;False;;22415;71013818085439;2021-01-14 00:00:00;1 - Contado;
5116;A;2021-01-04 00:00:00;14044.0;21.0;11606.61;2437.39;0.0;0.0;220;20.0;2901.65;300;;;False;;0;71013820877847;2021-01-14 00:00:00;1 - Contado;
5117;A;2021-01-04 00:00:00;20816.03;21.0;16520.66;3469.34;5.0;826.03;2349;0.0;0.0;1000;;;False;;0;71013841963746;2021-01-14 00:00:00;1 - Contado;
5118;A;2021-01-05 00:00:00;2919352.63;21.0;2383145.0;500460.45;1.5;35747.18;2020;0.0;0.0;600;;;False;;0;71013888576830;2021-01-15 00:00:00;1 - Contado;
5119;A;2021-01-06 00:00:00;46052.22;21.0;37289.25;7830.74;2.5;932.23;2085;0.0;0.0;100;;;False;;21535;71013940151599;2021-01-16 00:00:00;1 - Contado;
5120;A;2021-01-06 00:00:00;95033.44;21.0;78475.18;16479.79;0.1;78.48;2238;30.0;33632.22;400;;;False;;22416;71013940482980;2021-01-16 00:00:00;1 - Contado;
5121;A;2021-01-06 00:00:00;250744.78;21.0;206544.3;43374.3;0.4;826.18;345;0.0;0.0;200;;;False;;22417;71013940631865;2021-01-16 00:00:00;1 - Contado;
5122;A;2021-01-06 00:00:00;6405.1;21.0;5276.03;1107.97;0.4;21.1;2184;20.0;1319.01;400;;;False;;23080;71013940851925;2021-01-16 00:00:00;1 - Contado;
5123;A;2021-01-06 00:00:00;15345.31;21.0;12661.15;2658.84;0.2;25.32;2297;20.0;3165.29;400;;;False;;23079;71013940898319;2021-01-16 00:00:00;1 - Contado;
5124;A;2021-01-06 00:00:00;20495.52;21.0;16882.64;3545.35;0.4;67.53;2184;20.0;4220.66;400;;;False;;22418;71013940957208;2021-01-16 00:00:00;1 - Contado;
5125;A;2021-01-06 00:00:00;9142.8;21.0;7256.19;1523.8;5.0;362.81;1080;0.0;0.0;600;;;False;;171665;71013943892531;2021-01-16 00:00:00;1 - Contado;
5126;A;2021-01-06 00:00:00;32262.51;21.0;26315.26;5526.2;1.6;421.04;1210;0.0;0.0;400;;;False;;22930;71013957542377;2021-01-16 00:00:00;1 - Contado;
5127;A;2021-01-06 00:00:00;24607.99;21.0;20337.18;4270.81;0.0;0.0;680;20.0;5084.3;300;;;False;;22365;71013957762699;2021-01-16 00:00:00;1 - Contado;
5128;A;2021-01-07 00:00:00;6384.52;21.0;5276.03;1107.97;0.01;0.53;24;20.0;1319.01;500;;;False;;20849;71013993480392;2021-01-17 00:00:00;1 - Contado;
5129;A;2021-01-07 00:00:00;38327.26;21.0;30909.08;6490.91;3.0;927.27;2417;0.0;0.0;600;;;False;;0;71013007968541;2021-01-17 00:00:00;1 - Contado;
5130;A;2021-01-07 00:00:00;9236.53;21.0;7330.58;1539.42;5.0;366.53;2349;0.0;0.0;1000;;;False;;0;71013009941464;2021-01-17 00:00:00;1 - Contado;
5131;A;2021-01-07 00:00:00;24439.84;21.0;19396.7;4073.31;5.0;969.84;2349;0.0;0.0;1000;;;False;;0;71013010022098;2021-01-17 00:00:00;1 - Contado;
5132;A;2021-01-08 00:00:00;78369.82;21.0;64608.26;13567.73;0.3;193.82;2340;20.0;16152.06;100;;;False;;22420;71023043684062;2021-01-18 00:00:00;1 - Contado;
5133;A;2021-01-08 00:00:00;5999.84;21.0;4946.28;1038.72;0.3;14.84;921;25.0;1648.76;300;;;False;;23082;71023044590654;2021-01-18 00:00:00;1 - Contado;
5134;A;2021-01-08 00:00:00;32262.51;21.0;26315.26;5526.2;1.6;421.04;1210;0.0;0.0;400;;;False;;22421;71023045976645;2021-01-18 00:00:00;1 - Contado;
5135;A;2021-01-08 00:00:00;39531.39;21.0;32643.59;6855.15;0.1;32.64;2270;25.0;10881.2;400;;;False;;22422;71023046185391;2021-01-18 00:00:00;1 - Contado;
5136;A;2021-01-09 00:00:00;61828.5;21.0;49462.8;10387.19;4.0;1978.51;681;25.0;16487.6;300;;;False;;22423;71023095109387;2021-01-19 00:00:00;1 - Contado;
5137;A;2021-01-11 00:00:00;6584.99;21.0;5442.14;1142.85;0.0;0.0;2182;25.0;1814.05;300;;;False;;22424;71023150478463;2021-01-21 00:00:00;1 - Contado;
5138;A;2021-01-11 00:00:00;52581.86;21.0;43420.2;9118.24;0.1;43.42;472;0.0;0.0;100;;;False;;22425;71023150537674;2021-01-21 00:00:00;1 - Contado;
5139;A;2021-01-11 00:00:00;17512.81;21.0;14473.4;3039.41;0.0;0.0;2418;0.0;0.0;100;;;False;;22426;71023150643099;2021-01-21 00:00:00;1 - Contado;
5140;A;2021-01-11 00:00:00;2984521.61;21.0;2464510.0;517547.1;0.1;2464.51;2257;0.0;0.0;600;;;False;;0;71023159641753;2021-01-21 00:00:00;1 - Contado;
5141;A;2021-01-11 00:00:00;2984521.61;21.0;2464510.0;517547.1;0.1;2464.51;2257;0.0;0.0;600;;;False;;0;71023159666225;2021-01-21 00:00:00;1 - Contado;
5142;A;2021-01-12 00:00:00;20259.99;21.0;16743.79;3516.2;0.0;0.0;2393;20.0;4185.95;300;;;False;;22427;71023196623502;2021-01-22 00:00:00;1 - Contado;
5143;A;2021-01-13 00:00:00;96455.95;21.0;79715.66;16740.29;0.0;0.0;406;20.0;19928.92;100;;;False;;22429;71023241628048;2021-01-23 00:00:00;1 - Contado;
5144;A;2021-01-13 00:00:00;70977.55;21.0;57893.6;12157.66;1.6;926.3;918;0.0;0.0;400;;;False;;22933;71023243570692;2021-01-23 00:00:00;1 - Contado;
5145;A;2021-01-13 00:00:00;5985.0;21.0;4946.28;1038.72;0.0;0.0;2375;25.0;1648.76;300;;;False;;22367;71023243929220;2021-01-23 00:00:00;1 - Contado;
5146;A;2021-01-13 00:00:00;34169.99;21.0;28239.66;5930.33;0.0;0.0;2245;25.0;9413.22;300;;;False;;22366;71023244186521;2021-01-23 00:00:00;1 - Contado;
5147;A;2021-01-13 00:00:00;11307.96;21.0;9322.31;1957.69;0.3;27.97;921;25.0;3107.44;300;;;False;;22428;71023244520169;2021-01-23 00:00:00;1 - Contado;
5148;A;2021-01-13 00:00:00;7660.0;21.0;6330.58;1329.42;0.0;0.0;680;20.0;1582.64;300;;;False;;22368;71023244612631;2021-01-23 00:00:00;1 - Contado;
5149;A;2021-01-13 00:00:00;167163.19;21.0;137696.2;28916.2;0.4;550.78;345;0.0;0.0;200;;;False;;22430;71023246022082;2021-01-23 00:00:00;1 - Contado;
5150;A;2021-01-14 00:00:00;7897.49;21.0;6526.85;1370.64;0.0;0.0;2375;25.0;2175.62;300;;;False;;22431;71023293812692;2021-01-24 00:00:00;1 - Contado;
5151;A;2021-01-14 00:00:00;8424.0;21.0;6961.98;1462.02;0.0;0.0;2419;0.0;1740.49;300;;;False;;0;71023293998259;2021-01-24 00:00:00;1 - Contado;
5152;A;2021-01-14 00:00:00;26354.25;21.0;21762.39;4570.1;0.1;21.76;2267;25.0;7254.13;400;;;False;;22432;71023294051884;2021-01-24 00:00:00;1 - Contado;
5153;A;2021-01-14 00:00:00;31437.24;21.0;25149.79;5281.46;4.0;1005.99;1045;25.0;8383.27;400;;;False;;22433;71023294120768;2021-01-24 00:00:00;1 - Contado;
5154;A;2021-01-14 00:00:00;16550.39;21.0;13499.5;2834.9;1.6;215.99;2420;0.0;0.0;100;;;False;;0;71023294551978;2021-01-24 00:00:00;1 - Contado;
5155;A;2021-01-15 00:00:00;8535.39;21.0;6961.98;1462.02;1.6;111.39;81;20.0;1740.49;500;;;False;;20850;71033340314410;2021-01-25 00:00:00;1 - Contado;
5156;A;2021-01-15 00:00:00;21071.98;21.0;17414.86;3657.12;0.0;0.0;680;20.0;4353.71;300;;;False;;22369;71033348567211;2021-01-25 00:00:00;1 - Contado;
5157;A;2021-01-18 00:00:00;8424.0;21.0;6961.98;1462.02;0.0;0.0;2393;20.0;1740.49;300;;;False;;22435;71033436879248;2021-01-28 00:00:00;1 - Contado;
5158;A;2021-01-18 00:00:00;12871.9;21.0;10297.52;2162.48;4.0;411.9;2224;0.0;0.0;600;;;False;;171690;71033452292136;2021-01-28 00:00:00;1 - Contado;
5159;A;2021-01-18 00:00:00;34183.88;21.0;27347.1;5742.89;4.0;1093.88;2224;0.0;0.0;600;;;False;;171775;71033452353852;2021-01-28 00:00:00;1 - Contado;
5160;A;2021-01-19 00:00:00;26105.39;21.0;20884.31;4385.71;4.0;835.37;2421;0.0;0.0;600;;;False;;0;71033490742448;2021-01-29 00:00:00;1 - Contado;
5161;A;2021-01-20 00:00:00;70977.55;21.0;57893.6;12157.66;1.6;926.3;918;0.0;0.0;400;;;False;;22436;71033550035493;2021-01-30 00:00:00;1 - Contado;
5162;A;2021-01-20 00:00:00;28602.35;21.0;23636.35;4963.63;0.01;2.36;2422;0.0;0.0;100;;;False;;0;71033550616945;2021-01-30 00:00:00;1 - Contado;
5163;A;2021-01-20 00:00:00;16279.99;21.0;13454.54;2825.45;0.0;0.0;2423;0.0;0.0;300;;;False;;0;71033551227691;2021-01-30 00:00:00;1 - Contado;
5164;A;2021-01-21 00:00:00;49758.05;21.0;41020.65;8614.34;0.3;123.06;921;25.0;13673.55;300;;;False;;22439;71033593174740;2021-01-31 00:00:00;1 - Contado;
5165;A;2021-01-21 00:00:00;15080.93;21.0;11968.99;2513.49;5.0;598.45;632;25.0;3989.67;100;;;False;;22440;71033593226338;2021-01-31 00:00:00;1 - Contado;
5166;A;2021-01-21 00:00:00;79678.51;21.0;65633.04;13782.94;0.4;262.53;611;20.0;16408.26;200;;;False;;22441;71033595279299;2021-01-31 00:00:00;1 - Contado;
5167;A;2021-01-21 00:00:00;19947.79;21.0;16152.06;3391.93;2.5;403.8;2205;20.0;4038.02;200;;;False;;22442;71033595426805;2021-01-31 00:00:00;1 - Contado;
5168;A;2021-01-21 00:00:00;76978.6;21.0;62079.52;13036.7;3.0;1862.39;1055;25.0;20693.18;200;;;False;;23140;71033598410443;2021-01-31 00:00:00;1 - Contado;
5169;A;2021-01-21 00:00:00;12716.4;21.0;10255.16;2153.58;3.0;307.65;1055;25.0;3418.39;200;;;False;;23141;71033598647964;2021-01-31 00:00:00;1 - Contado;
5170;A;2021-01-21 00:00:00;74353.64;21.0;59482.91;12491.41;4.0;2379.32;2128;25.0;14084.71;300;;;False;;22371;71033600185779;2021-01-31 00:00:00;1 - Contado;
5171;A;2021-01-21 00:00:00;44125.38;21.0;36347.1;7632.89;0.4;145.39;2333;0.0;0.0;1000;;;False;;0;71033606614480;2021-01-31 00:00:00;1 - Contado;
5172;A;2021-01-22 00:00:00;28964.98;21.0;23938.0;5026.98;0.0;0.0;930;25.0;7979.34;300;;;False;;22372;71043653699311;2021-02-01 00:00:00;1 - Contado;
5173;A;2021-01-22 00:00:00;16447.67;21.0;13053.71;2741.28;5.0;652.69;632;25.0;4351.24;100;;;False;;22451;71043654294416;2021-02-01 00:00:00;1 - Contado;
