NroNotaCredito;TipoNotaCredito;FechaNotaCredito;TotalNotaCredito;PorcentajeIVA;SubTotalNotaCredito;TotalIVA;AlicuotaIIBB;ImportePercepIIBB;CodCliente;PorcentajeDesc;ImporteDesc;CodVendedor;FormaPago;UnidadNegocio;Cancelada;CAE;FechaVC;CondicionVenta
1;A;2016-04-12 00:00:00;3689.12;21.0;3041.32;638.68;0.3;9.12;345;0.0;0.0;200;;;False;;;
2;A;2016-04-28 00:00:00;1.21;21.0;1.0;0.21;0.3;0.0;345;0.0;0.0;200;;;False;66173723392261;2016-05-08 00:00:00;Contado
3;A;2016-04-28 00:00:00;3689.12;21.0;3041.32;638.68;0.3;9.12;345;0.0;0.0;200;;;False;66173727294891;2016-05-08 00:00:00;Contado
4;A;2016-04-28 00:00:00;1.21;21.0;1.0;0.21;0.3;0.0;345;0.0;0.0;200;;;False;66173727360963;2016-05-08 00:00:00;Contado
5;A;2016-04-28 00:00:00;0.93;21.0;0.75;0.16;3.5;0.03;816;25.0;0.0;200;;;False;66173727393046;2016-05-08 00:00:00;Contado
6;A;2016-04-28 00:00:00;1263.92;21.0;1041.98;218.82;0.3;3.13;921;20.0;260.49;300;;;False;66173727427554;2016-05-08 00:00:00;Contado
7;A;2016-04-28 00:00:00;3453.32;21.0;2773.75;582.49;3.5;97.08;1062;25.0;924.59;500;;;False;66173727555480;2016-05-08 00:00:00;Contado
8;A;2016-04-28 00:00:00;43506.27;21.0;35029.2;7356.13;3.2;1120.93;138;0.0;0.0;700;;;False;66173727619507;2016-05-08 00:00:00;Contado
9;A;2016-04-28 00:00:00;9704.0;21.0;8000.0;1680.0;0.3;24.0;472;0.0;0.0;100;;;False;66173729115348;2016-05-08 00:00:00;Contado
10;A;2016-04-28 00:00:00;16039.55;21.0;13223.04;2776.84;0.3;39.67;635;0.0;0.0;700;;;False;66173729159200;2016-05-08 00:00:00;Contado
11;A;2016-04-29 00:00:00;8015.14;21.0;6437.86;1351.95;3.5;225.33;1370;0.0;0.0;700;;;False;66183748449687;2016-05-09 00:00:00;Contado
12;A;2016-05-02 00:00:00;60661.4;21.0;50009.4;10501.97;0.3;150.03;2064;0.0;0.0;700;;;False;66183788036308;2016-05-12 00:00:00;Contado
13;A;2016-05-03 00:00:00;10129.0;21.0;8350.37;1753.58;0.3;25.05;921;20.0;2087.59;300;;;False;66183805657230;2016-05-13 00:00:00;Contado
14;A;2016-05-04 00:00:00;5902.59;21.0;4866.11;1021.88;0.3;14.6;921;20.0;0.0;300;;;False;66183831101989;2016-05-14 00:00:00;Contado
15;A;2016-05-04 00:00:00;3579.97;21.0;2958.65;621.32;0.3;0.0;1088;20.0;739.67;300;;;False;66183831998324;2016-05-14 00:00:00;Contado
16;A;2016-05-09 00:00:00;777574.26;21.0;634754.5;133298.45;1.5;9521.32;1051;0.0;0.0;700;;;False;66193906179231;2016-05-19 00:00:00;Contado
17;A;2016-05-12 00:00:00;1075.29;21.0;869.27;182.55;2.7;23.47;818;20.0;0.0;400;;;False;66193971150639;2016-05-22 00:00:00;Contado
18;A;2016-05-23 00:00:00;6909.34;21.0;5483.6;1151.56;5.0;274.18;1230;20.0;1370.9;200;;;False;66213131280071;2016-06-02 00:00:00;Contado
19;A;2016-05-24 00:00:00;3679.42;21.0;2955.36;620.63;3.5;103.44;32;25.0;985.13;200;;;False;66213162742124;2016-06-03 00:00:00;Contado
20;A;2016-06-01 00:00:00;110999.99;21.0;91735.53;19264.46;0.0;0.0;780;0.0;0.0;700;;;False;66223319792436;2016-06-11 00:00:00;Contado
21;A;2016-06-09 00:00:00;1263.92;21.0;1041.98;218.82;0.3;3.13;921;20.0;0.0;300;;;False;66233461909798;2016-06-19 00:00:00;Contado
22;A;2016-06-09 00:00:00;3689.12;21.0;3041.32;638.68;0.3;9.12;345;0.0;0.0;200;;;False;66233461933550;2016-06-19 00:00:00;Contado
23;A;2016-06-29 00:00:00;4852.0;21.0;4000.0;840.0;0.3;12.0;472;0.0;0.0;100;;;False;66263775854039;2016-07-09 00:00:00;Contado
24;A;2016-07-06 00:00:00;11434.59;21.0;9334.36;1960.22;1.5;140.02;918;0.0;0.0;400;;;False;66273926201659;2016-07-16 00:00:00;Contado
25;A;2016-07-14 00:00:00;146551.44;21.0;117712.0;24719.52;3.5;4119.92;2010;0.0;0.0;100;;;False;66283046567465;2016-07-24 00:00:00;Contado
26;A;2016-08-02 00:00:00;2814.5;21.0;2326.03;488.47;0.0;0.0;544;0.0;0.0;300;;;False;66313376342646;2016-08-12 00:00:00;Contado
27;A;2016-08-04 00:00:00;42738.36;21.0;34328.0;7208.88;3.5;1201.48;2010;0.0;0.0;100;;;False;66313444659872;2016-08-14 00:00:00;Contado
28;A;2016-08-23 00:00:00;20049.58;21.0;16528.92;3471.07;0.3;49.59;2087;0.0;0.0;600;;;False;66343728593151;2016-09-02 00:00:00;Contado
29;A;2016-08-23 00:00:00;40654.91;21.0;33516.0;7038.36;0.3;100.55;2087;0.0;0.0;600;;;False;66343736786357;2016-09-02 00:00:00;Contado
30;A;2016-08-25 00:00:00;28114.55;21.0;23177.7;4867.32;0.3;69.53;345;0.0;0.0;200;;;False;66343785994958;2016-09-04 00:00:00;Contado
31;A;2016-08-29 00:00:00;1152.4;21.0;925.62;194.38;3.5;32.4;81;20.0;231.4;500;;;False;66353835876056;2016-09-08 00:00:00;Contado
32;A;2016-08-30 00:00:00;203.97;21.0;168.15;35.31;0.3;0.5;635;0.0;0.0;700;;;False;66353863251218;2016-09-09 00:00:00;Contado
33;A;2016-10-18 00:00:00;3948.35;21.0;3223.14;676.86;1.5;48.35;1210;0.0;0.0;400;;;False;66423724343769;2016-10-28 00:00:00;Contado
34;A;2016-10-19 00:00:00;3092.72;21.0;2454.54;515.45;5.0;122.73;1045;25.0;818.18;400;;;False;66423731220757;2016-10-29 00:00:00;Contado
35;A;2016-10-27 00:00:00;10275.34;21.0;8471.01;1778.91;0.3;25.41;635;0.0;0.0;700;;;False;66433901296205;2016-11-06 00:00:00;Contado
36;A;2016-11-03 00:00:00;4852.0;21.0;4000.0;840.0;0.3;12.0;472;0.0;0.0;100;;;False;66443040106655;2016-11-13 00:00:00;Contado
37;A;2016-11-04 00:00:00;5000.0;21.0;4132.23;867.77;3.5;0.0;305;30.0;0.0;200;;;False;66453064483646;2016-11-14 00:00:00;Contado
38;A;2016-11-17 00:00:00;300990.0;21.0;237000.0;49770.0;6.0;14220.0;881;0.0;0.0;700;;;False;66463276454191;2016-11-27 00:00:00;Contado
39;A;2016-11-18 00:00:00;1448.72;21.0;1163.63;244.36;3.5;40.73;130;20.0;290.91;300;;;False;66473291470120;2016-11-28 00:00:00;Contado
40;A;2016-11-29 00:00:00;4522.11;21.0;3632.22;762.77;3.5;127.13;387;25.0;1210.74;500;;;False;66483481096963;2016-12-09 00:00:00;Contado
41;A;2016-12-05 00:00:00;5337.2;21.0;4400.0;924.0;0.3;13.2;472;0.0;0.0;100;;;False;66493613474539;2016-12-15 00:00:00;Contado
42;A;2016-12-16 00:00:00;77792.4;21.0;63504.0;13335.84;1.5;952.56;2020;0.0;0.0;700;;;False;66513825294539;2016-12-26 00:00:00;Contado
43;A;2017-01-06 00:00:00;4730.7;21.0;3900.0;819.0;0.3;11.7;472;0.0;0.0;100;;;False;67013221898012;2017-01-16 00:00:00;Contado
44;A;2017-01-11 00:00:00;16268.25;21.0;12911.31;2711.38;5.0;645.57;1209;35.0;6952.25;300;;;False;67023299117653;2017-01-21 00:00:00;Contado
45;A;2017-01-11 00:00:00;4599.24;21.0;3650.19;766.54;5.0;182.51;1209;35.0;1965.49;300;;;False;67023299402766;2017-01-21 00:00:00;Contado
46;A;2017-01-19 00:00:00;53372.0;21.0;44000.0;9240.0;0.3;132.0;1040;0.0;0.0;700;;;False;67033433492624;2017-01-29 00:00:00;Contado
47;A;2017-02-09 00:00:00;137799.09;21.0;110682.0;23243.22;3.5;3873.87;2010;0.0;0.0;100;;;False;67063851698855;2017-02-19 00:00:00;Contado
48;A;2017-03-06 00:00:00;3542.07;21.0;2845.04;597.46;3.5;99.58;352;25.0;0.0;200;;;False;67103289628153;2017-03-16 00:00:00;Contado
49;A;2017-03-07 00:00:00;5631.47;21.0;4469.42;938.58;5.0;223.47;1088;20.0;1117.34;300;;;False;67103327182830;2017-03-17 00:00:00;Contado
50;A;2017-03-09 00:00:00;1288.72;21.0;1035.12;217.38;3.5;36.23;387;25.0;0.0;500;;;False;67103371886989;2017-03-19 00:00:00;Contado
51;A;2017-03-29 00:00:00;58709.2;21.0;48400.0;10164.0;0.3;145.2;1040;0.0;0.0;700;;;False;67133734259528;2017-04-08 00:00:00;Contado
52;A;2017-03-29 00:00:00;8579.99;21.0;7090.9;1489.09;0.0;0.0;2136;0.0;0.0;600;;;False;67133736466650;2017-04-08 00:00:00;Contado
53;A;2017-04-03 00:00:00;11256.64;21.0;9280.0;1948.8;0.3;27.84;1055;20.0;0.0;200;;;False;67143837629475;2017-04-13 00:00:00;Contado
54;A;2017-04-04 00:00:00;1232.0;21.0;1018.18;213.82;0.0;0.0;2044;20.0;254.54;200;;;False;67143865256926;2017-04-14 00:00:00;Contado
55;A;2017-04-07 00:00:00;115.06;21.0;91.32;19.18;5.0;4.57;1209;35.0;0.0;300;;;False;67143956432954;2017-04-17 00:00:00;Contado
56;A;2017-04-11 00:00:00;3839.0;21.0;3133.88;658.11;1.5;47.01;2124;0.0;0.0;300;;;False;67153997116028;2017-04-21 00:00:00;Contado
57;A;2017-04-27 00:00:00;6495.54;21.0;5302.48;1113.52;1.5;79.54;1210;0.0;0.0;400;;;False;67173364069756;2017-05-07 00:00:00;Contado
58;A;2017-04-27 00:00:00;8311.83;21.0;6596.69;1385.3;5.0;329.83;1209;35.0;3552.06;300;;;False;67173377720744;2017-05-07 00:00:00;Contado
59;A;2017-05-03 00:00:00;72736.7;21.0;59964.3;12592.5;0.3;179.89;1040;0.0;471.07;700;;;False;67183467147580;2017-05-13 00:00:00;Contado
60;A;2017-05-17 00:00:00;8491.0;21.0;7000.0;1470.0;0.3;21.0;472;0.0;0.0;100;;;False;67203744438405;2017-05-27 00:00:00;Contado
61;A;2017-05-17 00:00:00;8491.0;21.0;7000.0;1470.0;0.3;21.0;472;0.0;0.0;100;;;False;67203744841268;2017-05-27 00:00:00;Contado
62;A;2017-05-31 00:00:00;1456.27;21.0;1203.53;252.74;0.0;0.0;547;0.0;0.0;100;;;False;67223028149934;2017-06-10 00:00:00;Contado
63;A;2017-05-31 00:00:00;2550.62;21.0;2048.69;430.22;3.5;71.7;1370;0.0;0.0;700;;;False;67223037618386;2017-06-10 00:00:00;Contado
64;A;2017-06-06 00:00:00;2237.91;21.0;1797.52;377.48;3.5;62.91;681;25.0;599.17;300;;;False;67233156494435;2017-06-16 00:00:00;Contado
65;A;2017-06-06 00:00:00;1840.0;21.0;1520.66;319.34;0.0;0.0;2157;0.0;0.0;200;;;False;67233158803958;2017-06-16 00:00:00;Contado
66;A;2017-06-07 00:00:00;62161.64;21.0;51246.2;10761.7;0.3;153.74;1103;0.0;0.0;500;;;False;67233180205604;2017-06-17 00:00:00;Contado
67;A;2017-07-12 00:00:00;13283.47;21.0;10950.92;2299.69;0.3;32.85;472;0.0;0.0;100;;;False;67283892626691;2017-07-22 00:00:00;Contado
68;A;2017-07-19 00:00:00;263501.7;21.0;217770.0;45731.7;0.0;0.0;881;0.0;0.0;700;;;False;67293046637404;2017-07-29 00:00:00;Contado
69;A;2017-08-02 00:00:00;8230.07;21.0;6610.5;1388.21;3.5;231.37;352;25.0;0.0;200;;;False;67313347626891;2017-08-12 00:00:00;Contado
70;A;2017-08-08 00:00:00;1697.72;21.0;1363.63;286.36;3.5;47.73;1370;0.0;0.0;700;;;False;67323460464122;2017-08-18 00:00:00;Contado
71;A;2017-08-31 00:00:00;4657.5;21.0;3849.17;808.33;0.0;0.0;2182;25.0;1283.06;300;;;False;67353937135996;2017-09-10 00:00:00;Contado
72;A;2017-09-05 00:00:00;5111.7;21.0;4105.78;862.21;3.5;143.7;378;20.0;1026.44;100;;;False;67363046222922;2017-09-15 00:00:00;Contado
73;A;2017-09-12 00:00:00;9381.08;21.0;7535.0;1582.35;3.5;263.73;2154;0.0;0.0;400;;;False;67373176882898;2017-09-22 00:00:00;Contado
74;A;2017-09-22 00:00:00;33340.76;21.0;27486.2;5772.1;0.3;82.46;1040;0.0;0.0;700;;;False;67383438630810;2017-10-02 00:00:00;Contado
75;A;2017-09-26 00:00:00;15086.99;21.0;12437.75;2611.93;0.3;37.31;2184;0.0;0.0;400;;;False;67393492703287;2017-10-06 00:00:00;Contado
76;A;2017-10-03 00:00:00;18479.99;21.0;15272.72;3207.27;0.3;0.0;2184;0.0;0.0;400;;;False;67403652050571;2017-10-13 00:00:00;Contado
77;A;2017-10-03 00:00:00;1868.0;21.0;1543.8;324.2;0.0;0.0;2078;20.0;385.95;300;;;False;67403660796479;2017-10-13 00:00:00;Contado
78;A;2017-10-13 00:00:00;11563.82;21.0;9288.21;1950.52;3.5;325.09;32;25.0;3096.07;200;;;False;67413874202931;2017-10-23 00:00:00;Contado
79;A;2017-10-19 00:00:00;6199.99;21.0;5123.96;1076.03;0.0;0.0;327;20.0;1280.99;300;;;False;67423982499688;2017-10-29 00:00:00;Contado
80;A;2017-10-31 00:00:00;265533.6;21.0;213280.0;44788.8;3.5;7464.8;2010;0.0;0.0;100;;;False;67443274377015;2017-11-10 00:00:00;Contado
81;A;2017-10-31 00:00:00;423500.0;21.0;350000.0;73500.0;0.0;0.0;881;0.0;0.0;700;;;False;67443275024164;2017-11-10 00:00:00;Contado
82;A;2017-11-22 00:00:00;1358.17;21.0;1090.9;229.09;3.5;38.18;433;20.0;272.73;100;;;False;67473734837614;2017-12-02 00:00:00;Contado
83;A;2017-11-22 00:00:00;1121582.56;21.0;915577.6;192271.3;1.5;13733.66;2020;0.0;0.0;700;;;False;67473751577939;2017-12-02 00:00:00;Contado
84;A;2017-11-30 00:00:00;312656.85;21.0;251130.0;52737.3;3.5;8789.55;2010;0.0;0.0;100;;;False;67483976331535;2017-12-11 00:00:00;Contado
85;A;2017-11-30 00:00:00;39096.62;21.0;32231.34;6768.58;0.3;96.69;611;20.0;8057.83;200;;;False;67483976899345;2017-12-11 00:00:00;Contado
88;A;2017-12-12 00:00:00;5136.37;21.0;4125.6;866.38;3.5;144.4;509;20.0;1031.41;100;;;False;67503180336792;2017-12-22 00:00:00;Contado
89;A;2017-12-13 00:00:00;36674.81;21.0;30234.8;6349.31;0.3;90.7;1040;0.0;0.0;700;;;False;67503216621279;2017-12-23 00:00:00;Contado
90;A;2017-12-26 00:00:00;6148.0;21.0;5080.99;1067.01;0.0;0.0;2078;20.0;1270.24;300;;;False;67523489850419;2018-01-05 00:00:00;Contado
91;A;2017-12-26 00:00:00;10080.0;21.0;8330.58;1749.42;0.0;0.0;547;0.0;0.0;100;;;False;67523532236749;2018-01-05 00:00:00;Contado
92;A;2018-01-04 00:00:00;363827.84;21.0;292231.2;61368.55;3.5;10228.09;2010;0.0;0.0;100;;;False;68013753078877;2018-01-14 00:00:00;Contado
93;A;2018-01-08 00:00:00;1374.53;21.0;1090.9;229.09;5.0;54.55;2205;0.0;0.0;200;;;False;68023800317603;2018-01-18 00:00:00;Contado
94;A;2018-01-16 00:00:00;22004.89;21.0;18140.88;3809.58;0.3;54.42;1040;0.0;0.0;700;;;False;68033964726793;2018-01-26 00:00:00;Contado
95;A;2018-01-22 00:00:00;3247.98;21.0;2677.64;562.3;0.3;8.03;2184;20.0;0.0;400;;;False;68043082523403;2018-02-01 00:00:00;Contado
96;A;2018-01-31 00:00:00;9583.96;21.0;7760.29;1629.66;2.5;194.01;759;0.0;0.0;400;;;False;68053302789401;2018-02-10 00:00:00;Contado
97;A;2018-03-01 00:00:00;4700.87;21.0;3881.81;815.18;0.1;3.88;539;30.0;1663.63;700;;;False;68093942641120;2018-03-11 00:00:00;Contado
98;A;2018-03-06 00:00:00;8034.37;21.0;6558.67;1377.32;1.5;98.38;2073;20.0;1639.67;400;;;False;68103039398371;2018-03-16 00:00:00;Contado
99;A;2018-03-07 00:00:00;5000.0;21.0;4132.23;867.77;0.0;0.0;547;0.0;0.0;100;;;False;68103069401170;2018-03-17 00:00:00;Contado
100;A;2018-03-13 00:00:00;64000.0;21.0;52892.56;11107.44;0.0;0.0;2197;20.0;0.0;600;;;False;68113190158700;2018-03-23 00:00:00;Contado
101;A;2018-03-16 00:00:00;8272.48;21.0;6836.76;1435.72;0.0;0.0;1069;25.0;2278.92;300;;;False;68113275909036;2018-03-26 00:00:00;Contado
102;A;2018-03-27 00:00:00;393161.04;21.0;315792.0;66316.32;3.5;11052.72;2010;0.0;0.0;100;;;False;68133554483900;2018-04-06 00:00:00;Contado
103;A;2018-03-29 00:00:00;29359.44;21.0;24264.0;5095.44;0.0;0.0;948;0.0;2696.0;200;;;False;68133601994329;2018-04-08 00:00:00;Contado
104;A;2018-04-04 00:00:00;3239.65;21.0;2591.72;544.26;4.0;103.67;684;20.0;0.0;300;;;False;68143700465047;2018-04-14 00:00:00;Contado
105;A;2018-04-09 00:00:00;12263.43;21.0;10110.0;2123.1;0.3;30.33;472;0.0;0.0;100;;;False;68153788940356;2018-04-19 00:00:00;Contado
106;A;2018-04-11 00:00:00;5918.63;21.0;4879.33;1024.66;0.3;14.64;921;20.0;1219.83;300;;;False;68153842355266;2018-04-21 00:00:00;Contado
107;A;2018-04-11 00:00:00;4544.33;21.0;3606.61;757.39;5.0;180.33;945;20.0;901.65;300;;;False;68153842384989;2018-04-21 00:00:00;Contado
108;A;2018-04-16 00:00:00;5115.54;21.0;4142.14;869.85;2.5;103.55;24;20.0;1035.53;500;;;False;68163948376703;2018-04-26 00:00:00;Contado
109;A;2018-04-17 00:00:00;5977.18;21.0;4879.33;1024.66;1.5;73.19;2073;20.0;1219.83;400;;;False;68163988328938;2018-04-27 00:00:00;Contado
110;A;2018-04-19 00:00:00;29622.76;21.0;23947.26;5028.92;2.7;646.58;352;25.0;7982.43;200;;;False;68163027764961;2018-04-29 00:00:00;Contado
111;A;2018-04-23 00:00:00;6087.59;21.0;4793.38;1006.61;6.0;287.6;997;20.0;1198.34;300;;;False;68173101446904;2018-05-03 00:00:00;Contado
112;A;2018-04-30 00:00:00;4192.33;21.0;3422.31;718.69;1.5;51.33;2149;25.0;0.0;400;;;False;68183305157826;2018-05-10 00:00:00;Contado
113;A;2018-05-09 00:00:00;572895.75;21.0;467670.0;98210.7;1.5;7015.05;2020;0.0;0.0;700;;;False;68193507315560;2018-05-19 00:00:00;Contado
114;A;2018-05-31 00:00:00;3614.76;21.0;2846.27;597.72;6.0;170.78;1205;20.0;711.57;500;;;False;68223033917817;2018-06-10 00:00:00;Contado
115;A;2018-06-08 00:00:00;2583.2;21.0;2132.23;447.77;0.15;3.2;2206;0.0;0.0;200;;;False;68233230655181;2018-06-18 00:00:00;Contado
116;A;2018-06-15 00:00:00;48541.96;21.0;39241.68;8240.75;2.7;1059.53;352;25.0;16386.34;200;;;False;68243367271731;2018-06-25 00:00:00;Contado
117;A;2018-06-18 00:00:00;4298.57;21.0;3411.56;716.43;5.0;170.58;790;20.0;0.0;400;;;False;68253418568527;2018-06-28 00:00:00;Contado
118;A;2018-07-03 00:00:00;11023.97;21.0;9110.72;1913.25;0.0;0.0;2245;20.0;0.0;300;;;False;68273799787591;2018-07-13 00:00:00;Contado
119;A;2018-07-05 00:00:00;16309.45;21.0;13099.96;2750.99;3.5;458.5;618;0.0;0.0;100;;;False;68273873463438;2018-07-15 00:00:00;Contado
120;A;2018-07-19 00:00:00;1297637.6;21.0;1059296.0;222452.16;1.5;15889.44;2020;0.0;0.0;700;;;False;68293169251488;2018-07-29 00:00:00;Contado
121;A;2018-07-20 00:00:00;44617.49;21.0;36873.96;7743.53;0.0;0.0;1040;0.0;0.0;700;;;False;68293220766431;2018-07-30 00:00:00;Contado
122;A;2018-07-26 00:00:00;15300.0;21.0;12240.0;2570.4;4.0;489.6;2128;25.0;4080.0;300;;;False;68303348079561;2018-08-05 00:00:00;Contado
123;A;2018-07-31 00:00:00;1866162.09;21.0;1542282.72;323879.37;0.0;0.0;881;0.0;0.0;700;;;False;68313479156737;2018-08-10 00:00:00;Contado
124;A;2018-08-01 00:00:00;6473.01;21.0;5342.97;1122.02;0.15;8.01;2206;20.0;0.0;200;;;False;68313493421291;2018-08-11 00:00:00;Contado
125;A;2018-08-01 00:00:00;39649.05;21.0;32727.24;6872.72;0.15;49.09;2206;20.0;0.0;200;;;False;68313494183754;2018-08-11 00:00:00;Contado
126;A;2018-08-01 00:00:00;77550.95;21.0;64012.34;13442.59;0.15;96.02;2206;20.0;0.0;200;;;False;68313494408798;2018-08-11 00:00:00;Contado
127;A;2018-08-06 00:00:00;18501.52;21.0;15103.28;3171.69;1.5;226.55;1210;0.0;0.0;400;;;False;68323612396839;2018-08-16 00:00:00;Contado
128;A;2018-08-27 00:00:00;59827.85;21.0;49322.22;10357.67;0.3;147.97;2184;20.0;12330.56;400;;;False;68353099445366;2018-09-06 00:00:00;Contado
129;A;2018-08-28 00:00:00;31129.05;21.0;25205.71;5293.2;2.5;630.14;790;20.0;0.0;400;;;False;68353128299327;2018-09-07 00:00:00;Contado
130;A;2018-08-28 00:00:00;62931.15;21.0;50344.92;10572.43;4.0;2013.8;818;25.0;0.0;400;;;False;68353128398056;2018-09-07 00:00:00;Contado
131;A;2018-08-28 00:00:00;66163.69;21.0;52930.95;11115.5;4.0;2117.24;1045;25.0;0.0;400;;;False;68353128465658;2018-09-07 00:00:00;Contado
132;A;2018-10-18 00:00:00;3600.77;21.0;2899.17;608.83;3.2;92.77;2194;20.0;724.79;200;;;False;68423365925196;2018-10-28 00:00:00;Contado
133;A;2018-10-25 00:00:00;21999.92;21.0;18181.75;3818.17;0.0;0.0;547;0.0;0.0;100;;;False;68433555825409;2018-11-04 00:00:00;Contado
134;A;2018-11-15 00:00:00;2245.45;21.0;1818.18;381.82;2.5;45.45;2262;0.0;0.0;600;;;False;68463100159498;2018-11-25 00:00:00;Contado
135;A;2018-11-16 00:00:00;2928.63;21.0;2417.36;507.65;0.15;3.63;2270;25.0;0.0;700;;;False;68463140960202;2018-11-26 00:00:00;Contado
136;A;2018-11-23 00:00:00;5755.48;21.0;4744.83;996.41;0.3;14.23;921;25.0;1581.61;300;;;False;68473302456143;2018-12-03 00:00:00;Contado
137;A;2019-01-09 00:00:00;30702.05;21.0;25062.9;5263.21;1.5;375.94;2125;0.0;0.0;600;;;False;69023490586694;2019-01-19 00:00:00;Contado
138;A;2019-01-09 00:00:00;30702.05;21.0;25062.9;5263.21;1.5;375.94;2121;0.0;0.0;100;;;False;69023490788263;2019-01-19 00:00:00;Contado
139;A;2019-01-09 00:00:00;90486.55;21.0;71814.72;15081.09;5.0;3590.74;171;0.0;17953.69;100;;;False;69023491078437;2019-01-19 00:00:00;Contado
140;A;2019-01-10 00:00:00;12130.0;21.0;10000.0;2100.0;0.3;30.0;472;0.0;0.0;100;;;False;69023512810246;2019-01-20 00:00:00;Contado
141;A;2019-02-06 00:00:00;2864.0;21.0;2366.94;497.06;0.0;0.0;680;20.0;591.73;300;;;False;69063173755853;2019-02-16 00:00:00;Contado
142;A;2019-02-08 00:00:00;228893.25;21.0;183850.0;38608.5;3.5;6434.75;2010;0.0;0.0;100;;;False;69063221728744;2019-02-18 00:00:00;Contado
143;A;2019-02-28 00:00:00;2420454.96;21.0;2000376.0;420078.96;1.5;0.0;2020;0.0;0.0;700;;;False;69093747727230;2019-03-10 00:00:00;Contado
144;A;2019-02-28 00:00:00;2450460.6;21.0;2000376.0;420078.96;1.5;30005.64;2020;0.0;0.0;700;;;False;69093748523018;2019-03-10 00:00:00;Contado
145;A;2019-03-01 00:00:00;4156.84;21.0;3338.83;701.15;3.5;116.86;130;20.0;0.0;300;;;False;69093792775186;2019-03-11 00:00:00;Contado
146;A;2019-03-01 00:00:00;4156.84;21.0;3338.83;701.15;3.5;116.86;130;20.0;0.0;300;;;False;69093792933660;2019-03-11 00:00:00;Contado
147;A;2019-03-01 00:00:00;2798.67;21.0;2247.93;472.07;3.5;78.68;130;20.0;0.0;300;;;False;69093793257507;2019-03-11 00:00:00;Contado
148;A;2019-03-14 00:00:00;20099.89;21.0;16611.48;3488.41;0.0;0.0;547;0.0;0.0;100;;;False;69113061982529;2019-03-24 00:00:00;Contado
149;A;2019-03-14 00:00:00;20099.89;21.0;16611.48;3488.41;0.0;0.0;547;;;100;;;False;69113062150730;2019-03-24 00:00:00;Contado
150;A;2019-03-18 00:00:00;777639.8;21.0;634808.0;133309.68;1.5;9522.12;1051;0.0;0.0;700;;;False;69113151828901;2019-03-28 00:00:00;Contado
151;A;2019-03-22 00:00:00;2475891.6;21.0;2021136.0;424438.56;1.5;30317.04;2020;0.0;0.0;700;;;False;69123317779787;2019-04-01 00:00:00;Contado
152;A;2019-03-27 00:00:00;882000.0;21.0;700000.0;147000.0;5.0;35000.0;2257;0.0;0.0;600;;;False;69133426222008;2019-04-06 00:00:00;Contado
153;A;2019-03-27 00:00:00;3730.88;21.0;2996.69;629.3;3.5;104.88;2160;30.0;1284.3;500;;;False;69133429268151;2019-04-06 00:00:00;Contado
154;A;2019-04-17 00:00:00;12528.37;21.0;10227.24;2147.72;1.5;153.41;387;25.0;3409.08;500;;;False;69163042889525;2019-04-27 00:00:00;Contado
155;A;2019-04-30 00:00:00;777709.63;21.0;634865.0;133321.65;1.5;9522.98;1051;0.0;0.0;700;;;False;69183388057263;2019-05-10 00:00:00;Contado
156;A;2019-06-03 00:00:00;6950.73;21.0;5739.66;1205.33;0.1;5.74;2270;25.0;0.0;700;;;False;69223423757210;2019-06-13 00:00:00;Contado
157;A;2019-06-05 00:00:00;3573.03;21.0;2835.74;595.51;5.0;141.79;632;25.0;945.25;100;;;False;69233519231758;2019-06-15 00:00:00;Contado
158;A;2019-06-07 00:00:00;75399.98;21.0;61300.8;12873.17;2.0;1226.02;2125;0.0;0.0;400;;;False;69233610112696;2019-06-17 00:00:00;Contado
159;A;2019-06-21 00:00:00;3200.79;21.0;2591.73;544.26;2.5;64.79;24;20.0;0.0;500;;;False;69253982474396;2019-07-01 00:00:00;Contado
160;A;2019-06-29 00:00:00;39797.74;21.0;32094.95;6739.94;3.0;962.85;1050;0.0;0.0;700;;;False;69263274522330;2019-07-09 00:00:00;Contado
161;A;2019-07-01 00:00:00;2964.0;21.0;2400.0;504.0;2.5;60.0;24;20.0;0.0;500;;;False;69263307733505;2019-07-11 00:00:00;Contado
162;A;2019-07-10 00:00:00;239282.44;21.0;195173.28;40986.39;1.6;3122.77;2197;20.0;48793.32;600;;;False;69283631658593;2019-07-20 00:00:00;Contado
163;A;2019-07-11 00:00:00;7298.05;21.0;6016.53;1263.47;0.3;18.05;2316;0.0;0.0;600;;;False;69283674546214;2019-07-21 00:00:00;Contado
164;A;2019-07-11 00:00:00;2103.65;21.0;1734.25;364.19;0.3;5.2;2316;0.0;0.0;600;;;False;69283674632531;2019-07-21 00:00:00;Contado
165;A;2019-07-22 00:00:00;3200.79;21.0;2591.73;544.26;2.5;64.79;78;20.0;647.93;100;;;False;69293002795476;2019-08-01 00:00:00;Contado
166;A;2019-07-23 00:00:00;4989.11;21.0;4069.42;854.58;1.6;65.11;1052;20.0;1017.35;700;;;False;69303028299065;2019-08-02 00:00:00;Contado
167;A;2019-07-23 00:00:00;23971.32;21.0;19488.88;4092.66;2.0;389.78;2125;0.0;0.0;400;;;False;69303030194879;2019-08-02 00:00:00;Contado
168;A;2019-08-28 00:00:00;2236458.0;21.0;1825680.0;383392.8;1.5;27385.2;1051;0.0;0.0;700;;;False;69353238082085;2019-09-07 00:00:00;Contado
