NroNotaCredito;TipoNotaCredito;ItemNotaCredito;IDCodProd;Cantidad;PrecioUnitario;PorcentajeDescuento;TotalLinea;UnidadMedida;ImporteDescuento
584;A;2;45FKA;1;84545.45;35;54954.54;C/U;29590.91
584;A;3;90;1;156487.6;35;101716.94;C/U;54770.66
584;A;4;180;1;234644.62;35;152519.0;C/U;82125.62
584;A;5;ON65;1;51111.57;35;33222.52;C/U;17889.05
585;A;1;RES;2;20661.15;0;41322.3;C/U;0.0
586;A;1;RES;1198;528.92;0;633646.16;C/U;0.0
587;A;1;RES;29;20661.15;0;599173.35;C/U;0.0
588;A;1;RES;4;13223.14;0;52892.56;C/U;0.0
588;A;2;RES;3;20661.15;0;61983.45;C/U;0.0
589;A;1;CON;13610;650.0;0;8846500.0;KG;0.0
590;A;1;REZAGO;17;20661.15;0;351239.55;KG;0.0
591;A;1;REZAGO;4;20661.15;0;82644.6;KG;0.0
592;A;1;REZAGO;4;13223.14;0;52892.56;KG;0.0
592;A;2;REZAGO;1;20661.15;0;20661.15;KG;0.0
592;A;3;REZAGO;1;7024.79;0;7024.79;KG;0.0
593;A;1;REZAGO;30;20661.15;0;619834.5;KG;0.0
594;A;1;REZAGO;3;7024.79;0;21074.37;KG;0.0
595;A;1;110;1;159008.26;0;159008.26;C/U;0.0
596;A;1;REZAGO;10;20661.15;0;206611.5;KG;0.0
597;A;1;RESKG;1235;495.86;0;612387.1;KG;0.0
598;A;1;REZAGO;6;20661.15;0;123966.9;KG;0.0
598;A;2;REZAGO;3;13223.14;0;39669.42;KG;0.0
598;A;3;REZAGO;1;7024.79;0;7024.79;KG;0.0
599;A;1;REZAGO;4;7024.79;0;28099.16;KG;0.0
599;A;2;REZAGO;2;13223.14;0;26446.28;KG;0.0
600;A;1;REZAGO;53;7024.79;0;372313.87;KG;0.0
600;A;2;REZAGO;2;13223.14;0;26446.28;KG;0.0
600;A;3;REZAGO;1;20661.15;0;20661.15;KG;0.0
601;A;1;CAS;17;20661.15;0;351239.55;C/U;0.0
602;A;1;RESKG;690;16084.0;0;11097960.0;KG;0.0
602;A;2;RESKG;12478;862.5;0;10762275.0;KG;0.0
603;A;1;CAS;4;20661.15;0;82644.6;C/U;0.0
604;A;1;CAS;14;20661.15;0;289256.1;C/U;0.0
605;A;1;REZAGO;2;20661.15;0;41322.3;KG;0.0
605;A;2;REZAGO;1;13223.14;0;13223.14;KG;0.0
606;A;1;REZAGO;8;20661.15;0;165289.2;KG;0.0
607;A;1;65;1;84545.45;20;67636.36;C/U;16909.09
608;A;1;REZAGO;15;20661.15;0;309917.25;KG;0.0
609;A;1;240;2;291016.52;25;436524.78;C/U;145508.26
610;A;1;REZAGO;1;20661.15;0;20661.15;KG;0.0
610;A;2;REZAGO;1;13223.14;0;13223.14;KG;0.0
611;A;1;REZAGO;1;13223.14;0;13223.14;KG;0.0
612;A;1;75;1;101198.34;20;80958.67;C/U;20239.67
613;A;1;RESKG;8642;676.0;0;5841992.0;KG;0.0
613;A;2;RESKG;5086;830.0;0;4221380.0;KG;0.0
614;A;1;REZAGO;2;20661.15;0;41322.3;KG;0.0
614;A;2;REZAGO;1;13223.14;0;13223.14;KG;0.0
615;A;1;REZAGO;4;20661.15;0;82644.6;KG;0.0
616;A;1;RESKG;1482;520.66;0;771618.12;KG;0.0
617;A;1;REZAGO;5;20661.15;0;103305.75;KG;0.0
618;A;1;REZAGO;12;20661.15;0;247933.8;KG;0.0
619;A;1;REZAGO;4;20661.15;0;82644.6;KG;0.0
620;A;1;RESKG;5;18181.81;0;90909.05;KG;0.0
620;A;2;RESKG;13;13223.14;0;171900.82;KG;0.0
621;A;1;REZAGO;9;20661.15;0;185950.35;KG;0.0
622;A;1;DIFP;1;238181.81;0;238181.81;C/U;0.0
623;A;2;DIFP;1;194628.09;0;194628.09;C/U;0.0
624;A;1;100SP;1;170123.96;20;136099.17;C/U;34024.79
625;A;1;REZAGO;6;14049.58;0;84297.48;KG;0.0
626;A;1;RESKG;1085;520.66;0;564916.1;KG;0.0
627;A;1;REZAGO;19;20661.15;0;392561.85;KG;0.0
628;A;1;45FKA;2;72363.63;0;144727.26;C/U;0.0
628;A;2;65;2;72363.63;0;144727.26;C/U;0.0
628;A;3;75;2;86611.57;0;173223.14;C/U;0.0
628;A;4;110;1;136099.17;0;136099.17;C/U;0.0
629;A;1;REZAGO;5;7438.01;0;37190.05;KG;0.0
630;A;1;REZAGO;1;14049.58;0;14049.58;KG;0.0
630;A;2;REZAGO;2;22066.11;0;44132.22;KG;0.0
631;A;1;REZAGO;4;20661.15;0;82644.6;KG;0.0
632;A;1;REZAGO;5;20661.15;0;103305.75;KG;0.0
633;A;1;REZAGO;15;20661.15;0;309917.25;KG;0.0
634;A;1;REZAGO;11;20661.15;0;227272.65;KG;0.0
635;A;1;REZAGO;14;20661.15;0;289256.1;KG;0.0
636;A;1;REZAGO;11;20661.15;0;227272.65;KG;0.0
637;A;1;RESKG;7892;690.0;0;5445480.0;KG;0.0
637;A;2;RESKG;18587;862.5;0;16031287.5;KG;0.0
638;A;1;45FKA;2;96785.12;35;125820.66;C/U;67749.58
638;A;2;65;8;96785.12;35;503282.62;C/U;270998.34
638;A;3;75;5;115826.44;35;376435.93;C/U;202696.27
638;A;4;90;2;179173.55;35;232925.62;C/U;125421.49
638;A;5;110;3;182024.79;35;354948.34;C/U;191126.03
638;A;6;100SP;3;182024.79;35;354948.34;C/U;191126.03
638;A;7;180;3;268636.36;35;523840.9;C/U;282068.18
639;A;1;REZAGO;13;20661.15;0;268594.95;KG;0.0
640;A;1;REZAGO;1;20661.15;0;20661.15;KG;0.0
641;A;1;REZAGO;2;14049.58;0;28099.16;KG;0.0
642;A;1;75;1;115826.44;20;92661.15;C/U;23165.29
643;A;1;REZAGO;12;21487.6;0;257851.2;KG;0.0
644;A;1;RESKG;1123;520.66;0;584701.18;KG;0.0
645;A;1;REZAGO;13;20661.15;0;268594.95;KG;0.0
646;A;1;REZAGO;10;21487.6;0;214876.0;KG;0.0
647;A;1;REZAGO;8;20661.15;0;165289.2;KG;0.0
648;A;1;REZAGO;15;21487.6;0;322314.0;KG;0.0
649;A;1;REZAGO;1;226983.81;0;226983.81;KG;0.0
650;A;1;REZAGO;5;20661.15;0;103305.75;KG;0.0
651;A;1;REZAGO;12;23140.49;0;277685.88;KG;0.0
652;A;1;REZAGO;6;23140.49;0;138842.94;KG;0.0
653;A;1;REZAGO;30;21487.6;0;644628.0;KG;0.0
653;A;2;REZAGO;1;7438.01;0;7438.01;KG;0.0
654;A;1;180;10;211487.64;0;2114876.4;C/U;0.0
655;A;1;REZAGO;10;21487.6;0;214876.0;UN;0.0
656;A;1;REZAGO;15;23140.49;0;347107.35;KG;0.0
657;A;1;110;3;182024.79;20;436859.5;C/U;109214.87
658;A;1;REZAGO;20;23140.49;0;462809.8;KG;0.0
659;A;1;180;10;268636.36;25;2014772.7;C/U;671590.9
660;A;1;REZAGO;10;23140.49;0;231404.9;KG;0.0
661;A;1;RESKG;1329;561.98;0;746871.42;KG;0.0
662;A;1;REZAGO;10;23140.49;0;231404.9;KG;0.0
663;A;1;REZAGO;10;23140.49;0;231404.9;KG;0.0
664;A;1;CAS;2;7438.01;0;14876.02;C/U;0.0
664;A;2;CAS;6;18181.81;0;109090.86;C/U;0.0
664;A;3;CAS;10;13223.14;0;132231.4;C/U;0.0
665;A;1;CAS;1;22066.11;0;22066.11;C/U;0.0
1;B;1;BT 24/200;1;34925.73;0;34925.73;C/U;0.0
2;B;1;BT 24/200;1;42547.53;0;42547.53;C/U;0.0
3;B;1;65;1;1322.99;0;1322.99;C/U;0.0
4;B;1;65;1;1322.99;0;1322.99;C/U;0.0
5;B;1;180;1;4289.99;20;3431.99;C/U;858.0
6;B;1;75;1;1840.0;0;1840.0;C/U;0.0
7;B;1;110C;2;3354.99;20;5367.98;C/U;1342.0
7;B;2;75;1;2130.0;20;1704.0;C/U;426.0
7;B;3;180;1;4960.0;20;3968.0;C/U;992.0
7;B;4;65;1;1779.99;20;1423.99;C/U;356.0
7;B;5;75;1;2130.0;20;1704.0;C/U;426.0
8;B;1;180;1;4364.0;0;4364.0;C/U;0.0
9;B;1;50;1;2155.0;25;1616.25;C/U;538.75
9;B;2;75;3;2580.0;25;5805.0;C/U;1935.0
10;B;1;50;1;2155.0;25;1616.25;C/U;538.75
10;B;2;75;1;2580.0;25;1935.0;C/U;645.0
11;B;1;75;2;1777.5;0;3555.0;C/U;0.0
12;B;1;110C;1;4465.0;25;3348.75;C/U;1116.25
13;B;1;110C;1;5180.0;0;5180.0;C/U;0.0
14;B;1;65;20;2749.99;20;43999.84;C/U;10999.96
14;B;2;75;10;3300.0;20;26400.0;C/U;6600.0
14;B;3;110C;2;5180.0;20;8288.0;C/U;2072.0
15;B;1;65;1;2749.99;20;2199.99;C/U;550.0
16;B;1;75;5;2743.99;0;13719.95;C/U;0.0
16;B;2;65;30;3106.49;0;93194.7;C/U;0.0
17;B;1;180;1;9094.99;0;9094.99;C/U;0.0
18;B;1;75;1;8624.99;20;6899.99;C/U;1725.0
18;B;2;180;1;20010.0;20;16008.0;C/U;4002.0
19;B;1;DIFP;1;798.0;0;798.0;C/U;0.0
20;B;1;65;2;8780.0;0;17560.0;C/U;0.0
20;B;2;75;3;10530.0;0;31590.0;C/U;0.0
20;B;3;90;1;16280.0;0;16280.0;C/U;0.0
21;B;1;75;1;10.0;0;10.0;C/U;0.0
22;B;1;75;1;7.5;0;7.5;C/U;0.0
23;B;1;Q750;1;13704.99;0;13704.99;C/U;0.0
24;B;1;45FKA;1;9660.0;0;9660.0;C/U;0.0
25;B;1;180;2;26000.0;0;52000.0;C/U;0.0
26;B;1;110;2;192399.99;20;307839.98;C/U;76960.0
