IdSucursal;NroRemito;FechaRemito;CodCliente;UnidadNegocio;CodVendedor;NroFactura;TipoFactura;Item;AclaracionRemito
2;28941;2025-06-17 00:00:00;1210;;400;9826;A;1;
2;28942;2025-06-19 00:00:00;1210;;400;9835;A;1;
2;28943;2025-06-23 00:00:00;918;;400;9843;A;1;
2;28945;2025-06-25 00:00:00;2270;;400;9855;A;1;
2;28946;2025-06-25 00:00:00;2517;;400;9856;A;1;
2;28948;2025-06-27 00:00:00;818;;400;9862;A;1;
2;28949;2025-07-04 00:00:00;2517;;400;9891;A;1;
2;28965;2025-06-18 00:00:00;851;;200;9831;A;1;
2;28966;2025-06-18 00:00:00;275;;200;9832;A;1;
2;28967;2025-06-23 00:00:00;352;;200;9840;A;1;
2;28968;2025-06-23 00:00:00;1055;;200;9841;A;1;
2;28969;2025-06-24 00:00:00;1055;;200;9848;A;1;
2;28970;2025-06-25 00:00:00;1055;;200;9857;A;1;
2;28972;2025-06-30 00:00:00;851;;200;9868;A;1;
2;28973;2025-07-04 00:00:00;1055;;200;9889;A;1;
2;28974;2025-07-08 00:00:00;1055;;200;9917;A;1;
2;28975;2025-07-07 00:00:00;722;;200;9908;A;1;
2;28994;2025-06-17 00:00:00;2245;;300;9824;A;1;
2;28995;2025-06-17 00:00:00;2518;;300;9823;A;1;
2;28997;2025-06-18 00:00:00;2315;;300;9829;A;1;
