NroFactura;TipoFactura;ItemFactura;IDCodProd;Cantidad;PrecioUnitario;PorcentajeDescuento;TotalLinea;UnidadMedida;ImporteDescuento
5441;A;1;RES;30397;105.0;0;3191685.0;C/U;0.0
5442;A;1;65;1;7983.47;25;5987.6;C/U;1995.87
5443;A;1;65;3;7983.47;30;16765.29;C/U;7185.12
5443;A;2;75;3;9570.24;30;20097.5;C/U;8613.22
5443;A;3;110C;2;15041.32;30;21057.85;C/U;9024.79
5444;A;1;75;1;9570.24;25;7177.68;C/U;2392.56
5445;A;1;180;1;17035.19;0;17035.19;C/U;0.0
5446;A;1;65;1;7991.73;0;7991.73;C/U;0.0
5447;A;1;Q660;1;9599.17;20;7679.34;C/U;1919.83
5448;A;1;110C;3;15041.32;25;33842.97;C/U;11280.99
5449;A;1;65;3;7983.47;20;19160.33;C/U;4790.08
5450;A;1;180;1;22206.61;20;17765.29;C/U;4441.32
5451;A;1;65;1;7983.47;25;5987.6;C/U;1995.87
5451;A;2;75;1;9570.24;25;7177.68;C/U;2392.56
5452;A;1;110C;4;15041.32;25;45123.96;C/U;15041.32
5453;A;1;75;1;9570.24;20;7656.19;C/U;1914.05
5454;A;1;180;2;14714.04;0;29428.08;C/U;0.0
5455;A;1;110C;6;15041.32;30;63173.54;C/U;27074.38
5456;A;1;110C;4;15041.32;25;45123.96;C/U;15041.32
5457;A;1;110C;2;15041.32;25;22561.98;C/U;7520.66
5458;A;1;65;4;7983.47;25;23950.41;C/U;7983.47
5458;A;2;110C;2;15041.32;25;22561.98;C/U;7520.66
5459;A;1;180;2;22206.61;20;35530.58;C/U;8882.64
5460;A;1;110C;10;15041.32;10;135371.88;C/U;15041.32
5461;A;1;65;4;7983.47;30;22353.72;C/U;9580.16
5461;A;2;75;2;9570.24;30;13398.34;C/U;5742.14
5461;A;3;110C;1;15041.32;30;10528.92;C/U;4512.4
5462;A;1;110C;3;15041.32;25;33842.97;C/U;11280.99
5463;A;1;180;4;17038.19;0;68152.76;C/U;0.0
5464;A;1;75;4;9570.24;25;28710.72;C/U;9570.24
5464;A;2;180;4;22206.61;30;62178.51;C/U;26647.93
5465;A;1;75;1;9570.24;20;7656.19;C/U;1914.05
5466;A;1;75;1;9570.24;20;7656.19;C/U;1914.05
5467;A;1;75;1;9570.24;20;7656.19;C/U;1914.05
5468;A;1;180;1;22206.61;0;22206.61;C/U;0.0
5469;A;1;180;2;17035.19;0;34070.38;C/U;0.0
5470;A;1;65;1;7983.47;0;7983.47;C/U;0.0
5471;A;1;180;1;22206.61;25;16654.96;C/U;5551.65
5472;A;1;180;4;17035.19;0;68140.76;C/U;0.0
5473;A;1;75;1;9570.24;25;7177.68;C/U;2392.56
5474;A;1;M12X100T;72;643.69;0;46345.68;C/U;0.0
5474;A;2;M12X160T;150;930.2;0;139530.0;C/U;0.0
5474;A;3;TP110;10;257.47;0;2574.7;C/U;0.0
5474;A;4;TP170 ;20;372.08;0;7441.6;C/U;0.0
5475;A;1;45FKA;2;7983.47;30;11176.86;C/U;4790.08
5475;A;2;65;1;7983.47;30;5588.43;C/U;2395.04
5476;A;1;75;1;9570.24;20;7656.19;C/U;1914.05
5477;A;1;180;1;22206.61;25;16654.96;C/U;5551.65
5478;A;1;180;14;16206.84;0;226895.76;C/U;0.0
5479;A;1;180;4;16206.84;0;64827.36;C/U;0.0
5480;A;1;180;2;16206.84;0;32413.68;C/U;0.0
5481;A;1;75;5;9570.24;0;47851.2;C/U;0.0
5482;A;1;65;1;7983.47;20;6386.78;C/U;1596.69
5482;A;2;75;1;9570.24;20;7656.19;C/U;1914.05
5483;A;1;110C;2;15041.32;25;22561.98;C/U;7520.66
5484;A;1;1004X4;1;14801.65;25;11101.24;C/U;3700.41
5485;A;1;65;1;7983.47;20;6386.78;C/U;1596.69
5486;A;1;180;1;22206.61;25;16654.96;C/U;5551.65
5486;A;2;75;2;9570.24;25;14355.36;C/U;4785.12
5486;A;3;65;2;7983.47;25;11975.21;C/U;3991.74
5487;A;1;180;2;17035.19;0;34070.38;C/U;0.0
5488;A;1;110C;3;15041.32;20;36099.17;C/U;9024.79
5489;A;1;75;1;9570.24;20;7656.19;C/U;1914.05
5490;A;1;65;1;7983.47;20;6386.78;C/U;1596.69
5491;A;1;110C;6;15041.32;20;72198.34;C/U;18049.58
5491;A;2;75;6;9570.24;20;45937.15;C/U;11484.29
5491;A;3;65;6;7983.47;20;38320.66;C/U;9580.16
5492;A;1;75;3;9570.24;25;21533.04;C/U;7177.68
5492;A;2;100SP;1;15041.32;25;11280.99;C/U;3760.33
5493;A;1;110C;2;15041.32;0;30082.64;C/U;0.0
5494;A;1;110C;15;11587.0;0;173805.0;C/U;0.0
5494;A;2;180;15;17530.0;0;262950.0;C/U;0.0
5494;A;3;150;1;9394.0;0;9394.0;C/U;0.0
5494;A;4;65;25;6027.0;0;150675.0;C/U;0.0
5494;A;5;75;25;6850.0;0;171250.0;C/U;0.0
5495;A;1;65;1;7983.47;20;6386.78;C/U;1596.69
5496;A;1;75;1;9570.24;20;7656.19;C/U;1914.05
5497;A;1;180;4;17035.19;0;68140.76;C/U;0.0
5498;A;1;45FKA;1;7983.47;20;6386.78;C/U;1596.69
5498;A;2;65;1;7983.47;20;6386.78;C/U;1596.69
5499;A;1;65;2;7983.47;20;12773.55;C/U;3193.39
5499;A;2;75;2;9570.24;20;15312.38;C/U;3828.1
5500;A;1;75;1;9570.24;10;8613.22;C/U;957.02
5501;A;1;65;1;7983.47;20;6386.78;C/U;1596.69
5502;A;1;75;1;6330.58;0;6330.58;C/U;0.0
5503;A;1;75;1;9570.24;20;7656.19;C/U;1914.05
5504;A;1;100SP;1;15041.32;25;11280.99;C/U;3760.33
5504;A;2;75;2;9570.24;25;14355.36;C/U;4785.12
5504;A;3;65;3;7983.47;25;17962.81;C/U;5987.6
5505;A;1;75;2;9570.24;25;14355.36;C/U;4785.12
5506;A;1;180;7;14714.0;0;102998.0;C/U;0.0
5507;A;1;110C;3;15041.32;25;33842.97;C/U;11280.99
5507;A;2;65;2;7983.47;25;11975.21;C/U;3991.74
5507;A;3;75;1;9570.24;25;7177.68;C/U;2392.56
5508;A;1;75;3;9570.24;25;21533.04;C/U;7177.68
5508;A;2;65;1;7983.47;25;5987.6;C/U;1995.87
5508;A;3;45FKA;1;7983.47;25;5987.6;C/U;1995.87
5508;A;4;110C;2;15041.32;30;21057.85;C/U;9024.79
5508;A;5;1004X4;1;14801.65;25;11101.24;C/U;3700.41
5509;A;1;110C;2;15041.32;30;21057.85;C/U;9024.79
5510;A;1;75;1;9570.24;20;7656.19;C/U;1914.05
5511;A;1;100SP;1;15041.32;20;12033.06;C/U;3008.26
5512;A;1;65;4;7983.47;30;22353.72;C/U;9580.16
5512;A;2;75;4;9570.24;30;26796.67;C/U;11484.29
5513;A;1;75;10;9570.24;25;71776.8;C/U;23925.6
5513;A;2;65;5;7983.47;25;29938.01;C/U;9979.34
5514;A;1;180;2;17035.19;0;34070.38;C/U;0.0
5515;A;1;65;2;7983.47;25;11975.21;C/U;3991.74
5515;A;2;75;1;9570.24;25;7177.68;C/U;2392.56
5516;A;1;45FIT;1;11297.52;0;11297.52;C/U;0.0
5517;A;1;110C;4;15041.32;25;45123.96;C/U;15041.32
5518;A;1;75;4;9570.24;20;30624.77;C/U;7656.19
5518;A;2;110C;4;15041.32;20;48132.22;C/U;12033.06
5518;A;3;180;4;22206.61;20;71061.15;C/U;17765.29
5519;A;1;110C;6;15041.32;20;72198.34;C/U;18049.58
5520;A;1;65;1;7983.47;20;6386.78;C/U;1596.69
5521;A;1;75;1;9570.24;25;7177.68;C/U;2392.56
5521;A;2;65;1;7983.47;25;5987.6;C/U;1995.87
5522;A;1;45FKA;1;7983.47;20;6386.78;C/U;1596.69
5522;A;2;65;3;7983.47;20;19160.33;C/U;4790.08
5522;A;3;75;3;9570.24;20;22968.58;C/U;5742.14
5523;A;1;65;1;7983.47;20;6386.78;C/U;1596.69
5524;A;1;180;1;22206.61;0;22206.61;C/U;0.0
5525;A;1;180;5;16776.0;0;83880.0;C/U;0.0
5526;A;1;75;2;9570.24;25;14355.36;C/U;4785.12
5526;A;2;65;3;7983.47;25;17962.81;C/U;5987.6
5527;A;1;110C;6;15041.32;30;63173.54;C/U;27074.38
5528;A;1;65;2;7983.47;25;11975.21;C/U;3991.74
5529;A;1;65;5;7983.47;25;29938.01;C/U;9979.34
5530;A;1;65;1;8545.45;25;6409.09;C/U;2136.36
5531;A;1;90;1;15838.84;20;12671.07;C/U;3167.77
5532;A;1;45FKA;1;8545.45;25;6409.09;C/U;2136.36
5532;A;2;65;1;8545.45;25;6409.09;C/U;2136.36
5533;A;1;45FKA;1;8545.45;25;6409.09;C/U;2136.36
5534;A;1;M12X160T;75;1004.63;0;75347.25;C/U;0.0
5534;A;2;M12X65;75;513.66;0;38524.5;C/U;0.0
5534;A;3;M12X55T;75;479.62;0;35971.5;C/U;0.0
5534;A;4;TP170 ;10;401.85;0;4018.5;C/U;0.0
5535;A;1;65;2;7983.47;25;11975.21;C/U;3991.74
5535;A;2;75;1;9570.24;25;7177.68;C/U;2392.56
5536;A;1;75;1;7656.19;0;7656.19;C/U;0.0
5536;A;2;100SP;1;12033.05;0;12033.05;C/U;0.0
5537;A;1;75;1;9421.48;0;9421.48;C/U;0.0
5538;A;1;65;1;7983.47;20;6386.78;C/U;1596.69
5538;A;2;75;1;9570.24;20;7656.19;C/U;1914.05
5539;A;1;110C;6;15041.32;10;81223.13;C/U;9024.79
5540;A;1;180;4;22206.61;20;71061.15;C/U;17765.29
5541;A;1;75;2;9570.24;20;15312.38;C/U;3828.1
5541;A;2;65;1;7983.47;20;6386.78;C/U;1596.69
5542;A;1;65;2;8545.45;25;12818.18;C/U;4272.73
5543;A;1;Q750;1;12119.83;0;12119.83;C/U;0.0
5544;A;1;65;1;8545.45;20;6836.36;C/U;1709.09
5544;A;2;45FKA;1;8545.45;20;6836.36;C/U;1709.09
5545;A;1;75;1;9570.24;20;7656.19;C/U;1914.05
5545;A;2;65;3;7983.47;20;19160.33;C/U;4790.08
5546;A;1;65;2;7983.47;25;11975.21;C/U;3991.74
5546;A;2;45FKA;1;7983.47;25;5987.6;C/U;1995.87
5546;A;3;100SP;1;15041.32;25;11280.99;C/U;3760.33
5546;A;4;75;3;9570.24;25;21533.04;C/U;7177.68
5547;A;1;110C;4;16095.04;25;48285.12;C/U;16095.04
5547;A;2;180;2;23760.33;25;35640.5;C/U;11880.17
5547;A;3;75;1;10239.66;25;7679.75;C/U;2559.92
5548;A;1;180;2;23760.33;25;35640.5;C/U;11880.17
5548;A;2;65;1;8545.45;25;6409.09;C/U;2136.36
5549;A;1;180;4;17886.95;0;71547.8;C/U;0.0
5550;A;1;1004X4;1;14801.65;20;11841.32;C/U;2960.33
5551;A;1;65;1;7983.47;20;6386.78;C/U;1596.69
5552;A;1;180;10;16206.84;0;162068.4;C/U;0.0
5553;A;1;180;3;16206.84;0;48620.52;C/U;0.0
5554;A;1;180;2;16206.84;0;32413.68;C/U;0.0
5555;A;1;180;2;23760.33;20;38016.53;C/U;9504.13
5556;A;1;45FKA;1;8545.45;25;6409.09;C/U;2136.36
5556;A;2;65;1;8545.45;25;6409.09;C/U;2136.36
5557;A;1;65;4;8545.45;20;27345.44;C/U;6836.36
5557;A;2;75;1;10239.66;20;8191.73;C/U;2047.93
5558;A;1;65;3;8545.45;20;20509.08;C/U;5127.27
5558;A;2;75;1;10239.66;20;8191.73;C/U;2047.93
5559;A;1;75;2;10239.66;25;15359.49;C/U;5119.83
5559;A;2;65;2;8545.45;25;12818.18;C/U;4272.73
5559;A;3;AG;1320;53.37;0;70448.4;LTS;0.0
5560;A;1;110C;2;16095.04;25;24142.56;C/U;8047.52
5560;A;2;65;2;8545.45;25;12818.18;C/U;4272.73
5560;A;3;75;1;10239.66;25;7679.75;C/U;2559.92
5561;A;1;65;1;8545.45;20;6836.36;C/U;1709.09
5562;A;1;45FKA;1;8545.45;20;6836.36;C/U;1709.09
5562;A;2;65;2;8545.45;20;13672.72;C/U;3418.18
5563;A;1;180;4;17886.95;0;71547.8;C/U;0.0
5564;A;1;240;2;29371.9;25;44057.85;C/U;14685.95
5565;A;1;110C;4;16095.04;20;51504.13;C/U;12876.03
5565;A;2;65;6;8545.45;20;41018.16;C/U;10254.54
5566;A;1;65;2;8545.45;25;12818.18;C/U;4272.73
5567;A;1;75;5;10239.66;0;51198.3;C/U;0.0
5568;A;1;240;1;29371.9;0;29371.9;C/U;0.0
5568;A;2;65;1;8545.45;0;8545.45;C/U;0.0
5569;A;1;45FKA;2;8545.45;20;13672.72;C/U;3418.18
5569;A;2;65;1;8545.45;20;6836.36;C/U;1709.09
5570;A;1;180;1;23760.33;25;17820.25;C/U;5940.08
5571;A;1;110C;1;16095.04;25;12071.28;C/U;4023.76
5572;A;1;65;1;8545.45;25;6409.09;C/U;2136.36
5573;A;1;75;5;7273.38;0;36366.9;C/U;0.0
5573;A;2;110C;50;11431.4;0;571570.0;C/U;0.0
5574;A;1;75;2;10239.66;25;15359.49;C/U;5119.83
5574;A;2;65;1;8545.45;25;6409.09;C/U;2136.36
5575;A;1;75;2;10239.66;25;15359.49;C/U;5119.83
5576;A;1;65;2;8545.45;20;13672.72;C/U;3418.18
5577;A;1;65;16;5142.0;0;82272.0;C/U;0.0
5577;A;2;75;22;6164.0;0;135608.0;C/U;0.0
5577;A;3;110C;5;9686.0;0;48430.0;C/U;0.0
5578;A;1;110C;15;12166.0;0;182490.0;C/U;0.0
5578;A;2;180;15;18407.0;0;276105.0;C/U;0.0
5578;A;3;65;25;6328.0;0;158200.0;C/U;0.0
5578;A;4;75;25;7192.0;0;179800.0;C/U;0.0
5579;A;1;180;35;17017.18;0;595601.3;C/U;0.0
5580;A;1;180;3;16033.66;0;48100.98;C/U;0.0
5580;A;2;110C;2;10654.26;0;21308.52;C/U;0.0
5580;A;3;100SP;1;10654.26;0;10654.26;C/U;0.0
5581;A;1;65;1;8545.45;20;6836.36;C/U;1709.09
5581;A;2;110C;1;16095.04;20;12876.03;C/U;3219.01
5581;A;3;180;1;23760.33;20;19008.26;C/U;4752.07
5582;A;1;65;1;8545.45;20;6836.36;C/U;1709.09
5583;A;1;110C;4;16095.04;30;45066.11;C/U;19314.05
5583;A;2;65;2;8545.45;25;12818.18;C/U;4272.73
5584;A;1;75;2;10239.66;25;15359.49;C/U;5119.83
5584;A;2;65;1;8545.45;25;6409.09;C/U;2136.36
5585;A;1;65;8;8545.45;30;47854.52;C/U;20509.08
5586;A;1;240;2;29371.9;25;44057.85;C/U;14685.95
5587;A;1;180;12;16000.0;0;192000.0;C/U;0.0
5588;A;1;65;2;8545.45;20;13672.72;C/U;3418.18
5589;A;1;65;1;8545.45;25;6409.09;C/U;2136.36
5589;A;2;75;1;10239.66;25;7679.75;C/U;2559.92
5589;A;3;1004X4;1;15838.84;25;11879.13;C/U;3959.71
5590;A;1;75;2;10239.66;25;15359.49;C/U;5119.83
5590;A;2;65;1;8545.45;25;6409.09;C/U;2136.36
5590;A;3;45FKA;1;8545.45;25;6409.09;C/U;2136.36
5591;A;1;120;1;17801.65;25;13351.24;C/U;4450.41
5592;A;1;90;5;11155.0;0;55775.0;C/U;0.0
5592;A;2;120;5;13413.0;0;67065.0;C/U;0.0
5593;A;1;180;10;23760.33;0;237603.3;C/U;0.0
5594;A;1;180;4;23760.33;25;71280.99;C/U;23760.33
5595;A;1;180;2;17886.95;0;35773.9;C/U;0.0
5596;A;1;65;1;8545.45;25;6409.09;C/U;2136.36
5597;A;1;180;2;17886.95;0;35773.9;C/U;0.0
5598;A;1;75;5;10239.66;0;51198.3;C/U;0.0
5599;A;1;110C;1;16095.04;25;12071.28;C/U;4023.76
5600;A;1;65;1;8545.45;25;6409.09;C/U;2136.36
5601;A;1;110C;50;11431.4;0;571570.0;C/U;0.0
5602;A;1;180;4;17886.95;0;71547.8;C/U;0.0
5603;A;1;110C;1;16095.04;0;16095.04;C/U;0.0
5604;A;1;45FKA;1;8545.45;25;6409.09;C/U;2136.36
5605;A;1;45FKA;1;8545.45;20;6836.36;C/U;1709.09
5605;A;2;75;1;10239.66;20;8191.73;C/U;2047.93
5605;A;3;65;2;8545.45;20;13672.72;C/U;3418.18
5605;A;4;110C;1;16095.04;20;12876.03;C/U;3219.01
5605;A;5;100SP;1;16095.04;20;12876.03;C/U;3219.01
5606;A;1;75;5;10239.66;25;38398.73;C/U;12799.58
5606;A;2;65;1;8545.45;25;6409.09;C/U;2136.36
5606;A;3;110C;1;16095.04;25;12071.28;C/U;4023.76
5606;A;4;180;1;23760.33;25;17820.25;C/U;5940.08
5607;A;1;45FKA;1;8545.45;25;6409.09;C/U;2136.36
5608;A;1;Q550;1;11107.43;0;11107.43;C/U;0.0
5609;A;1;180;4;17886.95;0;71547.8;C/U;0.0
5610;A;1;180;10;17017.18;0;170171.8;C/U;0.0
5611;A;1;180;3;17017.18;0;51051.54;C/U;0.0
5612;A;1;180;2;17017.18;0;34034.36;C/U;0.0
5613;A;1;75;1;10239.66;20;8191.73;C/U;2047.93
5614;A;1;180;6;17886.95;0;107321.7;C/U;0.0
5615;A;1;75;1;10239.66;30;7167.76;C/U;3071.9
5616;A;1;180;4;23760.33;20;76033.06;C/U;19008.26
5617;A;1;75;5;10239.66;30;35838.81;C/U;15359.49
5617;A;2;110C;1;16095.04;30;11266.53;C/U;4828.51
5617;A;3;1004X4;1;15838.84;30;11087.19;C/U;4751.65
5618;A;1;180;2;17886.95;0;35773.9;C/U;0.0
5619;A;1;180;1;23760.33;20;19008.26;C/U;4752.07
5619;A;2;75;1;10239.66;20;8191.73;C/U;2047.93
5620;A;1;180;15;17017.18;0;255257.7;C/U;0.0
5621;A;1;180;10;17017.18;0;170171.8;C/U;0.0
5622;A;1;65;2;8545.45;20;13672.72;C/U;3418.18
5622;A;2;75;1;10239.66;20;8191.73;C/U;2047.93
5623;A;1;120;1;17801.65;30;12461.16;C/U;5340.5
5624;A;1;CON;10000;117.0;0;1170000.0;KG;0.0
5625;A;1;65;1;8545.45;25;6409.09;C/U;2136.36
5626;A;1;180;6;23760.33;20;114049.58;C/U;28512.4
5626;A;2;75;4;10239.66;20;32766.91;C/U;8191.73
5627;A;1;110C;5;16095.04;20;64380.16;C/U;16095.04
5628;A;1;65;1;8545.45;25;6409.09;C/U;2136.36
5629;A;1;65;5;8545.45;25;32045.44;C/U;10681.81
5630;A;1;180;4;17886.95;0;71547.8;C/U;0.0
5631;A;1;180;4;17886.95;0;71547.8;C/U;0.0
5632;A;1;65;1;8545.45;25;6409.09;C/U;2136.36
5633;A;1;1004X4;1;15838.84;25;11879.13;C/U;3959.71
5634;A;1;180;1;23760.33;25;17820.25;C/U;5940.08
5635;A;1;110C;1;16095.04;25;12071.28;C/U;4023.76
5635;A;2;65;1;8545.45;25;6409.09;C/U;2136.36
5636;A;1;65;1;8545.45;20;6836.36;C/U;1709.09
5637;A;1;65;1;8545.45;20;6836.36;C/U;1709.09
5638;A;1;75;1;10239.66;20;8191.73;C/U;2047.93
5639;A;1;65;6;8545.45;20;41018.16;C/U;10254.54
5639;A;2;75;2;10239.66;20;16383.46;C/U;4095.86
5639;A;3;100SP;1;16095.04;20;12876.03;C/U;3219.01
5640;A;1;75;2;10239.66;20;16383.46;C/U;4095.86
5640;A;2;110C;2;16095.04;20;25752.06;C/U;6438.02
5640;A;3;180;2;23760.33;20;38016.53;C/U;9504.13
5641;A;1;75;2;10239.66;25;15359.49;C/U;5119.83
5642;A;1;180;15;17017.18;0;255257.7;C/U;0.0
5643;A;1;180;10;17017.18;0;170171.8;C/U;0.0
5644;A;1;180;5;17017.18;0;85085.9;C/U;0.0
5645;A;1;65;1;8545.45;20;6836.36;C/U;1709.09
5646;A;1;110C;6;16095.04;20;77256.19;C/U;19314.05
5647;A;1;120;2;17801.65;25;26702.48;C/U;8900.83
5647;A;2;110C;4;16095.04;30;45066.11;C/U;19314.05
5648;A;1;110C;2;16095.04;25;24142.56;C/U;8047.52
5648;A;2;75;1;10239.66;25;7679.75;C/U;2559.92
5649;A;1;75;8;10239.66;25;61437.96;C/U;20479.32
5649;A;2;110C;1;16095.04;25;12071.28;C/U;4023.76
5650;A;1;65;1;8545.45;25;6409.09;C/U;2136.36
5651;A;1;75;3;10239.66;25;23039.24;C/U;7679.75
5652;A;1;65;2;8545.45;25;12818.18;C/U;4272.73
5653;A;1;75;2;10239.66;25;15359.49;C/U;5119.83
5654;A;1;100SP;1;16095.04;25;12071.28;C/U;4023.76
5654;A;2;75;1;10239.66;25;7679.75;C/U;2559.92
5655;A;1;Q750;2;12119.83;0;24239.66;C/U;0.0
5656;A;1;240;2;29371.9;25;44057.85;C/U;14685.95
5657;A;1;75;2;10239.66;25;15359.49;C/U;5119.83
5658;A;1;90;1;15838.84;20;12671.07;C/U;3167.77
5659;A;1;45FKA;1;8545.45;25;6409.09;C/U;2136.36
5660;A;1;M12X160T;225;1004.62;0;226039.5;C/U;0.0
5660;A;2;M12X100T;30;695.19;0;20855.7;C/U;0.0
5660;A;3;M12X110C;50;695.19;0;34759.5;C/U;0.0
5660;A;4;M12X65;75;513.66;0;38524.5;C/U;0.0
5660;A;5;M12X55T;25;479.61;0;11990.25;C/U;0.0
5660;A;6;TP170 ;20;401.85;0;8037.0;C/U;0.0
5661;A;1;1004X4;1;15838.84;20;12671.07;C/U;3167.77
5662;A;1;65;2;8545.45;25;12818.18;C/U;4272.73
5662;A;2;110C;2;16095.04;25;24142.56;C/U;8047.52
5663;A;1;75;1;10239.66;20;8191.73;C/U;2047.93
5664;A;1;110C;6;16095.04;30;67599.17;C/U;28971.07
5664;A;2;75;6;10239.66;30;43006.57;C/U;18431.39
5664;A;3;180;4;23760.33;30;66528.92;C/U;28512.4
5665;A;1;180;2;15301.0;0;30602.0;C/U;0.0
5665;A;2;65;8;5503.0;0;44024.0;C/U;0.0
5665;A;3;75;5;6594.0;0;32970.0;C/U;0.0
5666;A;1;45FKA;1;8264.46;0;8264.46;C/U;0.0
5667;A;1;180;6;23760.33;30;99793.39;C/U;42768.59
5668;A;1;75;1;10239.66;25;7679.75;C/U;2559.92
5669;A;1;180;2;17240.49;0;34480.98;C/U;0.0
5669;A;2;110C;2;11456.19;0;22912.38;C/U;0.0
5669;A;3;100SP;2;11456.19;0;22912.38;C/U;0.0
5669;A;4;65;3;6095.04;0;18285.12;C/U;0.0
5669;A;5;75;2;7292.56;0;14585.12;C/U;0.0
5670;A;1;65;3;8545.45;25;19227.26;C/U;6409.09
5670;A;2;100SP;1;16095.04;25;12071.28;C/U;4023.76
5671;A;1;75;1;10239.66;30;7167.76;C/U;3071.9
5672;A;1;180;2;23760.33;20;38016.53;C/U;9504.13
5672;A;2;110C;2;16095.04;20;25752.06;C/U;6438.02
5672;A;3;75;2;10239.66;20;16383.46;C/U;4095.86
5673;A;1;110C;4;16095.04;25;48285.12;C/U;16095.04
5674;A;1;180;4;17886.95;0;71547.8;C/U;0.0
5675;A;1;180;1;23760.33;0;23760.33;C/U;0.0
5676;A;1;150;2;7262.76;0;14525.52;C/U;0.0
5677;A;1;75;1;5450.21;0;5450.21;C/U;0.0
5677;A;2;110C;1;9195.25;0;9195.25;C/U;0.0
5678;A;1;65;5;8545.45;25;32045.44;C/U;10681.81
5679;A;1;75;1;10239.66;25;7679.75;C/U;2559.92
5680;A;1;65;8;8545.45;25;51272.7;C/U;17090.9
5680;A;2;45FKA;2;8545.45;25;12818.18;C/U;4272.73
5680;A;3;75;3;10239.66;25;23039.24;C/U;7679.75
5681;A;1;75;2;10239.66;25;15359.49;C/U;5119.83
5682;A;1;110C;1;16095.04;20;12876.03;C/U;3219.01
5683;A;1;65;1;8545.45;20;6836.36;C/U;1709.09
5684;A;1;110C;15;12166.0;0;182490.0;C/U;0.0
5684;A;2;180;15;18407.0;0;276105.0;C/U;0.0
5684;A;3;65;25;6328.0;0;158200.0;C/U;0.0
5684;A;4;75;25;7192.0;0;179800.0;C/U;0.0
5685;A;1;180;4;23760.33;20;76033.06;C/U;19008.26
5686;A;1;65;1;8545.45;25;6409.09;C/U;2136.36
5687;A;1;65;1;8545.45;20;6836.36;C/U;1709.09
5688;A;1;45FKA;1;8545.45;20;6836.36;C/U;1709.09
5689;A;1;65;2;8545.45;25;12818.18;C/U;4272.73
5689;A;2;75;2;10239.66;25;15359.49;C/U;5119.83
5689;A;3;110C;1;16095.04;25;12071.28;C/U;4023.76
5690;A;1;180;4;17886.95;0;71547.8;C/U;0.0
5691;A;1;180;15;17017.18;0;255257.7;C/U;0.0
5692;A;1;180;3;17017.18;0;51051.54;C/U;0.0
5693;A;1;180;2;17017.18;0;34034.36;C/U;0.0
5694;A;1;180;1;23760.33;0;23760.33;C/U;0.0
5695;A;1;75;1;10239.66;0;10239.66;C/U;0.0
5696;A;1;180;13;16000.0;0;208000.0;C/U;0.0
5697;A;1;180;13;16800.0;0;218400.0;C/U;0.0
5698;A;1;180;4;17886.95;0;71547.8;C/U;0.0
5699;A;1;75;1;10239.66;20;8191.73;C/U;2047.93
5700;A;1;75;1;10239.66;20;8191.73;C/U;2047.93
5700;A;2;65;1;8545.45;20;6836.36;C/U;1709.09
5701;A;1;65;1;8545.45;20;6836.36;C/U;1709.09
5702;A;1;65;1;8545.45;25;6409.09;C/U;2136.36
5703;A;1;110C;1;16095.04;25;12071.28;C/U;4023.76
5704;A;1;65;5;8545.45;25;32045.44;C/U;10681.81
5705;A;1;110C;2;16095.04;25;24142.56;C/U;8047.52
5706;A;1;180;10;17017.18;0;170171.8;C/U;0.0
5707;A;1;180;3;17017.18;0;51051.54;C/U;0.0
5708;A;1;180;2;17017.18;0;34034.36;C/U;0.0
5709;A;1;65;2;8545.45;25;12818.18;C/U;4272.73
5709;A;2;75;2;10239.66;25;15359.49;C/U;5119.83
5710;A;1;65;4;8545.45;25;25636.35;C/U;8545.45
5711;A;1;110C;2;16095.04;20;25752.06;C/U;6438.02
5712;A;1;65;2;8545.45;20;13672.72;C/U;3418.18
5713;A;1;180;1;23760.33;20;19008.26;C/U;4752.07
5714;A;1;65;1;8545.45;25;6409.09;C/U;2136.36
5715;A;1;45FKA;1;8545.45;25;6409.09;C/U;2136.36
5716;A;1;180;4;17886.95;0;71547.8;C/U;0.0
5717;A;1;75;5;10239.66;35;33278.9;C/U;17919.41
5717;A;2;65;6;8545.45;35;33327.26;C/U;17945.45
5718;A;1;180;1;23760.33;0;23760.33;C/U;0.0
5718;A;2;65F;1;4338.84;0;4338.84;C/U;0.0
5719;A;1;75;1;10239.66;20;8191.73;C/U;2047.93
5720;A;1;AG;1320;54.47;0;71900.4;KG;0.0
5721;A;1;65;1;8545.45;25;6409.09;C/U;2136.36
5722;A;1;65;1;8545.45;20;6836.36;C/U;1709.09
5723;A;1;110C;10;16095.04;10;144855.36;C/U;16095.04
5724;A;1;180;4;17886.95;0;71547.8;C/U;0.0
5725;A;1;65F;1;4958.67;0;4958.67;C/U;0.0
5726;A;1;75;1;10239.66;20;8191.73;C/U;2047.93
5727;A;1;110C;50;11431.39;0;571569.5;C/U;0.0
5728;A;1;110C;2;16095.04;25;24142.56;C/U;8047.52
5729;A;1;CON;30000;130.0;0;3900000.0;KG;0.0
5730;A;1;110C;2;16095.04;25;24142.56;C/U;8047.52
5731;A;1;45FKA;2;8545.45;27;12476.36;C/U;4614.54
5731;A;2;65;8;8545.45;27;49905.43;C/U;18458.17
5731;A;3;75;8;10239.66;27;59799.61;C/U;22117.67
5731;A;4;90;1;15838.84;27;11562.35;C/U;4276.49
5731;A;5;110C;2;16095.04;27;23498.76;C/U;8691.32
5731;A;6;180;1;23760.33;27;17345.04;C/U;6415.29
5731;A;7;180I;2;27400.0;0;54800.0;C/U;0.0
